tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,shape_high,shape_low,tail_rel,color_rel,shape_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
N,B,C,N_B_C.png,training,1,1,3,low,color,shape,tail,Y,B,S,C,I2,L1,L2,T,N,62,3_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
N,B,S,N_B_S.png,training,1,2,5,medium,color,shape,tail,Y,B,S,C,I2,L1,H2,T,N,62,5_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
N,Y,C,N_Y_C.png,training,1,3,7,medium,color,shape,tail,Y,B,S,C,I2,H1,L2,T,N,62,7_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
T,B,S,T_B_S.png,training,1,4,5,medium,color,shape,tail,Y,B,S,C,I1,L1,H2,T,N,62,5_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
N,Y,S,N_Y_S.png,training,1,5,7,high,color,shape,tail,Y,B,S,C,I2,H1,H2,T,N,62,7_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
T,Y,C,T_Y_C.png,training,1,6,4,medium,color,shape,tail,Y,B,S,C,I1,H1,L2,T,N,62,4_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
T,B,C,T_B_C.png,training,1,7,4,low,color,shape,tail,Y,B,S,C,I1,L1,L2,T,N,62,4_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
T,Y,S,T_Y_S.png,training,1,8,6,high,color,shape,tail,Y,B,S,C,I1,H1,H2,T,N,62,6_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
T,B,S,T_B_S.png,training,2,9,4,medium,color,shape,tail,Y,B,S,C,I1,L1,H2,T,N,62,4_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
N,Y,C,N_Y_C.png,training,2,10,7,medium,color,shape,tail,Y,B,S,C,I2,H1,L2,T,N,62,7_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
N,Y,S,N_Y_S.png,training,2,11,10,high,color,shape,tail,Y,B,S,C,I2,H1,H2,T,N,62,10_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
T,B,C,T_B_C.png,training,2,12,5,low,color,shape,tail,Y,B,S,C,I1,L1,L2,T,N,62,5_food.png,"Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/T_Y_C.png","high,medium,high,medium,low,low,medium,medium"
