tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,shape_high,shape_low,color_high,color_low,tail_rel,color_rel,shape_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
N,B,S,N_B_S.png,training,1,1,4,medium,shape,color,tail,C,S,B,Y,I1,H2,L1,N,T,111,4_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
T,B,S,T_B_S.png,training,1,2,6,medium,shape,color,tail,C,S,B,Y,I2,H2,L1,N,T,111,6_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
T,Y,C,T_Y_C.png,training,1,3,7,medium,shape,color,tail,C,S,B,Y,I2,L2,H1,N,T,111,7_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
N,B,C,N_B_C.png,training,1,4,9,high,shape,color,tail,C,S,B,Y,I1,H2,H1,N,T,111,9_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
T,B,C,T_B_C.png,training,1,5,5,high,shape,color,tail,C,S,B,Y,I2,H2,H1,N,T,111,5_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
T,Y,S,T_Y_S.png,training,1,6,3,low,shape,color,tail,C,S,B,Y,I2,L2,L1,N,T,111,3_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
N,Y,S,N_Y_S.png,training,1,7,2,low,shape,color,tail,C,S,B,Y,I1,L2,L1,N,T,111,2_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
N,Y,C,N_Y_C.png,training,1,8,4,medium,shape,color,tail,C,S,B,Y,I1,L2,H1,N,T,111,4_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
T,Y,C,T_Y_C.png,training,2,9,4,medium,shape,color,tail,C,S,B,Y,I2,L2,H1,N,T,111,4_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
N,B,S,N_B_S.png,training,2,10,6,medium,shape,color,tail,C,S,B,Y,I1,H2,L1,N,T,111,6_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
N,Y,S,N_Y_S.png,training,2,11,5,low,shape,color,tail,C,S,B,Y,I1,L2,L1,N,T,111,5_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
T,Y,S,T_Y_S.png,training,2,12,3,low,shape,color,tail,C,S,B,Y,I2,L2,L1,N,T,111,3_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
N,Y,C,N_Y_C.png,training,2,13,5,medium,shape,color,tail,C,S,B,Y,I1,L2,H1,N,T,111,5_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
N,B,C,N_B_C.png,training,2,14,7,high,shape,color,tail,C,S,B,Y,I1,H2,H1,N,T,111,7_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
T,B,S,T_B_S.png,training,2,15,5,medium,shape,color,tail,C,S,B,Y,I2,H2,L1,N,T,111,5_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
T,B,C,T_B_C.png,training,2,16,8,high,shape,color,tail,C,S,B,Y,I2,H2,H1,N,T,111,8_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
N,Y,C,N_Y_C.png,training,3,17,5,medium,shape,color,tail,C,S,B,Y,I1,L2,H1,N,T,111,5_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
N,B,C,N_B_C.png,training,3,18,9,high,shape,color,tail,C,S,B,Y,I1,H2,H1,N,T,111,9_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
T,B,C,T_B_C.png,training,3,19,7,high,shape,color,tail,C,S,B,Y,I2,H2,H1,N,T,111,7_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
N,Y,S,N_Y_S.png,training,3,20,1,low,shape,color,tail,C,S,B,Y,I1,L2,L1,N,T,111,1_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
N,B,S,N_B_S.png,training,3,21,7,medium,shape,color,tail,C,S,B,Y,I1,H2,L1,N,T,111,7_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
T,Y,S,T_Y_S.png,training,3,22,3,low,shape,color,tail,C,S,B,Y,I2,L2,L1,N,T,111,3_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
T,Y,C,T_Y_C.png,training,3,23,6,medium,shape,color,tail,C,S,B,Y,I2,L2,H1,N,T,111,6_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
T,B,S,T_B_S.png,training,3,24,2,medium,shape,color,tail,C,S,B,Y,I2,H2,L1,N,T,111,2_food.png,"Resources/N_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/T_B_C.png,Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png","low,medium,medium,high,high,medium,low,medium"
