tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,shape_high,shape_low,tail_high,tail_low,tail_rel,color_rel,shape_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,Y,C,N_Y_C.png,training,2,11,8,high,shape,tail,color,C,S,N,T,H2,I1,H1,B,Y,24,8_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,medium,high,low"
N,Y,S,N_Y_S.png,training,2,12,5,medium,shape,tail,color,C,S,N,T,H2,I1,L1,B,Y,24,5_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,medium,high,low"
T,B,C,T_B_C.png,training,2,13,4,medium,shape,tail,color,C,S,N,T,L2,I2,H1,B,Y,24,4_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,medium,high,low"
T,Y,C,T_Y_C.png,training,2,14,6,medium,shape,tail,color,C,S,N,T,L2,I1,H1,B,Y,24,6_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,medium,high,low"
T,B,S,T_B_S.png,training,2,15,5,low,shape,tail,color,C,S,N,T,L2,I2,L1,B,Y,24,5_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,medium,high,low"
N,B,C,N_B_C.png,training,2,16,10,high,shape,tail,color,C,S,N,T,H2,I2,H1,B,Y,24,10_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,medium,high,low"
N,B,C,N_B_C.png,training,3,17,9,high,shape,tail,color,C,S,N,T,H2,I2,H1,B,Y,24,9_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,medium,high,low"
N,B,S,N_B_S.png,training,3,18,6,medium,shape,tail,color,C,S,N,T,H2,I2,L1,B,Y,24,6_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,medium,high,low"
T,Y,C,T_Y_C.png,training,3,19,5,medium,shape,tail,color,C,S,N,T,L2,I1,H1,B,Y,24,5_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,medium,high,low"
T,Y,S,T_Y_S.png,training,3,20,3,low,shape,tail,color,C,S,N,T,L2,I1,L1,B,Y,24,3_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,medium,high,low"
T,B,S,T_B_S.png,training,3,21,5,low,shape,tail,color,C,S,N,T,L2,I2,L1,B,Y,24,5_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,medium,high,low"
T,B,C,T_B_C.png,training,3,22,2,medium,shape,tail,color,C,S,N,T,L2,I2,H1,B,Y,24,2_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,medium,high,low"
N,Y,C,N_Y_C.png,training,3,23,6,high,shape,tail,color,C,S,N,T,H2,I1,H1,B,Y,24,6_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,medium,high,low"
N,Y,S,N_Y_S.png,training,3,24,6,medium,shape,tail,color,C,S,N,T,H2,I1,L1,B,Y,24,6_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","medium,high,low,medium,medium,medium,high,low"
