consent_survey.block_1/consentChoice,condition,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,check_response.started,check_response.stopped,Welcome_Screen.started,Welcome_Screen.stopped,button_start_1.numClicks,button_start_1.timesOn,button_start_1.timesOff,Welcome_Screen2.started,Welcome_Screen2.stopped,button_start_2.numClicks,button_start_2.timesOn,button_start_2.timesOff,Instruction_Screen.started,Instruction_Screen.stopped,instruct_button.numClicks,instruct_button.timesOn,instruct_button.timesOff,reference_button_2.numClicks,reference_button_2.timesOn,reference_button_2.timesOff,Welcome_Screen3.started,Welcome_Screen3.stopped,button_start_3.numClicks,button_start_3.timesOn,button_start_3.timesOff,feedback.started,feedback.stopped,continue_button_feedback.numClicks,continue_button_feedback.timesOn,continue_button_feedback.timesOff,explanation_box.text,reference_button.numClicks,reference_button.timesOn,reference_button.timesOff,ISI.started,ISI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories,Test_Screen.started,Test_Screen.stopped,button_3.numClicks,button_3.timesOn,button_3.timesOff,Final_Questions_Averages.started,Final_Questions_Averages.stopped,sliderRatings,button_4.numClicks,button_4.timesOn,button_4.timesOff,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Looped_Final_Questions.started,Looped_Final_Questions.stopped,continuous_slider.response,continuous_slider.rt,discrete_slider.response,discrete_slider.rt,direction_response_label,direction_slider.response,direction_slider.rt,button_final.numClicks,button_final.timesOn,button_final.timesOff,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_loop.ran,feature,prompt_continuous,question_text,direction_labels,example_file,attention_check.started,attention_check.stopped,button_1_wrong.numClicks,button_1_wrong.timesOn,button_1_wrong.timesOff,button_2_wrong.numClicks,button_2_wrong.timesOn,button_2_wrong.timesOff,button_3_correct.numClicks,button_3_correct.timesOn,button_3_correct.timesOff,button_4_wrong.numClicks,button_4_wrong.timesOn,button_4_wrong.timesOff,CogPro_Questions.started,CogPro_Questions.stopped,cogpro_predict.response,cogpro_predict.rt,cogpro_explain.response,cogpro_explain.rt,continue_cogpro.numClicks,continue_cogpro.timesOn,continue_cogpro.timesOff,reference_show_count,Goodbye_Screen.started,Goodbye_Screen.stopped,feedback_text.text,button_end.numClicks,button_end.timesOn,button_end.timesOff,survey_debrief.block_1/debriefComplete
yes,019,2026-05-26_08h09.16.068,explain2,2025.1.1,Win32,144.9275362,69e113cb1bd27d25221cbc6e,6a1467432e19321b0c7d6ab2,6a15a97af9061a08dd337ea6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,019,2026-05-26_08h09.16.068,explain2,2025.1.1,Win32,144.9275362,69e113cb1bd27d25221cbc6e,6a1467432e19321b0c7d6ab2,6a15a97af9061a08dd337ea6,25.3253,25.3253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,019,2026-05-26_08h09.16.068,explain2,2025.1.1,Win32,144.9275362,69e113cb1bd27d25221cbc6e,6a1467432e19321b0c7d6ab2,6a15a97af9061a08dd337ea6,,,25.3254,44.6539,1,[14.333699999988077],[14.333699999988077],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,019,2026-05-26_08h09.16.068,explain2,2025.1.1,Win32,144.9275362,69e113cb1bd27d25221cbc6e,6a1467432e19321b0c7d6ab2,6a15a97af9061a08dd337ea6,,,,,,,,44.654,51.272,1,[1.6181000000238441],[1.6181000000238441],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,019,2026-05-26_08h09.16.068,explain2,2025.1.1,Win32,144.9275362,69e113cb1bd27d25221cbc6e,6a1467432e19321b0c7d6ab2,6a15a97af9061a08dd337ea6,,,,,,,,,,,,,51.2728,76.8214,1,[20.549299999952325],[20.549299999952325],2,"[73.72359999996424,74.41580000001191]","[73.844,74.50819999998808]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,019,2026-05-26_08h09.16.068,explain2,2025.1.1,Win32,144.9275362,69e113cb1bd27d25221cbc6e,6a1467432e19321b0c7d6ab2,6a15a97af9061a08dd337ea6,,,,,,,,,,,,,,,,,,,,,76.8214,88.384,1,[6.562700000047684],[6.562700000047684],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,019,2026-05-26_08h09.16.068,explain2,2025.1.1,Win32,144.9275362,69e113cb1bd27d25221cbc6e,6a1467432e19321b0c7d6ab2,6a15a97af9061a08dd337ea6,,,,,,,,,,,,,,,,,,,,,,,,,,88.387,117.4132,1,[26.028599999964243],[26.028599999964243],"He is underdeveloped, you can tell by his size looking proportionally smaller than the average group size from before.",0,[],[],117.4134,118.4127,0,0,0,0,1,C,E,E_C.png,training,1,1,2,low,feet,stripes,F,C,W,E,19,2_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,019,2026-05-26_08h09.16.068,explain2,2025.1.1,Win32,144.9275362,69e113cb1bd27d25221cbc6e,6a1467432e19321b0c7d6ab2,6a15a97af9061a08dd337ea6,,,,,,,,,,,,,,,,,,,,,,,,,,118.4146,145.1977,1,[23.784599999964257],[23.784599999964257],"He is large and in charge, with big feet. You know what they say about big feet.",0,[],[],145.1978,146.1927,0,1,1,1,1,F,E,E_F.png,training,1,2,8,high,feet,stripes,F,C,W,E,19,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,019,2026-05-26_08h09.16.068,explain2,2025.1.1,Win32,144.9275362,69e113cb1bd27d25221cbc6e,6a1467432e19321b0c7d6ab2,6a15a97af9061a08dd337ea6,,,,,,,,,,,,,,,,,,,,,,,,,,146.1942,167.8337,1,[18.641899999976147],[18.641899999976147],He's pretty down to meet a mate. Look at how big he is! He's ready for the breeding.,0,[],[],167.8338,168.8306,0,2,2,2,1,C,W,W_C.png,training,1,3,7,low,feet,stripes,F,C,W,E,19,7_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,019,2026-05-26_08h09.16.068,explain2,2025.1.1,Win32,144.9275362,69e113cb1bd27d25221cbc6e,6a1467432e19321b0c7d6ab2,6a15a97af9061a08dd337ea6,,,,,,,,,,,,,,,,,,,,,,,,,,168.8321,189.9497,1,[18.123300000011938],[18.123300000011938],"The biggest of all, king chad lizard right here. Nobody knew he would be so massive.",0,[],[],189.9498,190.9493,0,3,3,3,1,F,W,W_F.png,training,1,4,9,high,feet,stripes,F,C,W,E,19,9_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,019,2026-05-26_08h09.16.068,explain2,2025.1.1,Win32,144.9275362,69e113cb1bd27d25221cbc6e,6a1467432e19321b0c7d6ab2,6a15a97af9061a08dd337ea6,,,,,,,,,,,,,,,,,,,,,,,,,,190.9508,208.529,1,[14.579300000011926],[14.579300000011926],This right here is wimpy dinkdangle the lizard noob. You can see how weak he looks from his tiny hands and stature.,0,[],[],208.5291,209.5262,0,4,4,4,1,C,E,E_C.png,training,2,5,3,low,feet,stripes,F,C,W,E,19,3_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","high,low,low,high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
