tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,shape_high,shape_low,color_high,color_low,tail_rel,color_rel,shape_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
N,Y,C,N_Y_C.png,training,1,1,3,medium,shape,color,tail,S,C,Y,B,I2,H2,L1,N,T,13,3_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png","medium,medium,low,high,high,medium,low,medium"
N,Y,S,N_Y_S.png,training,1,2,8,high,shape,color,tail,S,C,Y,B,I2,H2,H1,N,T,13,8_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png","medium,medium,low,high,high,medium,low,medium"
N,B,S,N_B_S.png,training,1,3,3,medium,shape,color,tail,S,C,Y,B,I2,L2,H1,N,T,13,3_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png","medium,medium,low,high,high,medium,low,medium"
T,B,C,T_B_C.png,training,1,4,3,low,shape,color,tail,S,C,Y,B,I1,L2,L1,N,T,13,3_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png","medium,medium,low,high,high,medium,low,medium"
T,Y,C,T_Y_C.png,training,1,5,3,medium,shape,color,tail,S,C,Y,B,I1,H2,L1,N,T,13,3_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png","medium,medium,low,high,high,medium,low,medium"
T,B,S,T_B_S.png,training,1,6,7,medium,shape,color,tail,S,C,Y,B,I1,L2,H1,N,T,13,7_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png","medium,medium,low,high,high,medium,low,medium"
N,B,C,N_B_C.png,training,1,7,4,low,shape,color,tail,S,C,Y,B,I2,L2,L1,N,T,13,4_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png","medium,medium,low,high,high,medium,low,medium"
T,Y,S,T_Y_S.png,training,1,8,6,high,shape,color,tail,S,C,Y,B,I1,H2,H1,N,T,13,6_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png","medium,medium,low,high,high,medium,low,medium"
T,Y,C,T_Y_C.png,training,2,9,6,medium,shape,color,tail,S,C,Y,B,I1,H2,L1,N,T,13,6_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png","medium,medium,low,high,high,medium,low,medium"
N,B,S,N_B_S.png,training,2,10,5,medium,shape,color,tail,S,C,Y,B,I2,L2,H1,N,T,13,5_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_B_S.png","medium,medium,low,high,high,medium,low,medium"
