tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,shape_high,shape_low,color_high,color_low,tail_rel,color_rel,shape_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
T,Y,S,T_Y_S.png,training,1,1,4,medium,shape,color,tail,S,C,B,Y,I1,L2,H1,N,T,149,4_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","high,low,medium,medium,medium,low,high,medium"
T,B,S,T_B_S.png,training,1,2,7,high,shape,color,tail,S,C,B,Y,I1,H2,H1,N,T,149,7_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","high,low,medium,medium,medium,low,high,medium"
N,B,S,N_B_S.png,training,1,3,7,high,shape,color,tail,S,C,B,Y,I2,H2,H1,N,T,149,7_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","high,low,medium,medium,medium,low,high,medium"
N,Y,C,N_Y_C.png,training,1,4,5,low,shape,color,tail,S,C,B,Y,I2,L2,L1,N,T,149,5_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","high,low,medium,medium,medium,low,high,medium"
N,Y,S,N_Y_S.png,training,1,5,8,medium,shape,color,tail,S,C,B,Y,I2,L2,H1,N,T,149,8_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","high,low,medium,medium,medium,low,high,medium"
N,B,C,N_B_C.png,training,1,6,7,medium,shape,color,tail,S,C,B,Y,I2,H2,L1,N,T,149,7_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","high,low,medium,medium,medium,low,high,medium"
T,B,C,T_B_C.png,training,1,7,6,medium,shape,color,tail,S,C,B,Y,I1,H2,L1,N,T,149,6_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","high,low,medium,medium,medium,low,high,medium"
T,Y,C,T_Y_C.png,training,1,8,4,low,shape,color,tail,S,C,B,Y,I1,L2,L1,N,T,149,4_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","high,low,medium,medium,medium,low,high,medium"
T,Y,S,T_Y_S.png,training,2,9,6,medium,shape,color,tail,S,C,B,Y,I1,L2,H1,N,T,149,6_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","high,low,medium,medium,medium,low,high,medium"
N,Y,C,N_Y_C.png,training,2,10,4,low,shape,color,tail,S,C,B,Y,I2,L2,L1,N,T,149,4_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","high,low,medium,medium,medium,low,high,medium"
N,Y,S,N_Y_S.png,training,2,11,3,medium,shape,color,tail,S,C,B,Y,I2,L2,H1,N,T,149,3_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","high,low,medium,medium,medium,low,high,medium"
N,B,S,N_B_S.png,training,2,12,7,high,shape,color,tail,S,C,B,Y,I2,H2,H1,N,T,149,7_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","high,low,medium,medium,medium,low,high,medium"
T,Y,C,T_Y_C.png,training,2,13,3,low,shape,color,tail,S,C,B,Y,I1,L2,L1,N,T,149,3_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","high,low,medium,medium,medium,low,high,medium"
T,B,S,T_B_S.png,training,2,14,7,high,shape,color,tail,S,C,B,Y,I1,H2,H1,N,T,149,7_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","high,low,medium,medium,medium,low,high,medium"
N,B,C,N_B_C.png,training,2,15,4,medium,shape,color,tail,S,C,B,Y,I2,H2,L1,N,T,149,4_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","high,low,medium,medium,medium,low,high,medium"
T,B,C,T_B_C.png,training,2,16,3,medium,shape,color,tail,S,C,B,Y,I1,H2,L1,N,T,149,3_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","high,low,medium,medium,medium,low,high,medium"
T,B,C,T_B_C.png,training,3,17,6,medium,shape,color,tail,S,C,B,Y,I1,H2,L1,N,T,149,6_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","high,low,medium,medium,medium,low,high,medium"
T,Y,S,T_Y_S.png,training,3,18,6,medium,shape,color,tail,S,C,B,Y,I1,L2,H1,N,T,149,6_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","high,low,medium,medium,medium,low,high,medium"
N,Y,S,N_Y_S.png,training,3,19,6,medium,shape,color,tail,S,C,B,Y,I2,L2,H1,N,T,149,6_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","high,low,medium,medium,medium,low,high,medium"
N,Y,C,N_Y_C.png,training,3,20,4,low,shape,color,tail,S,C,B,Y,I2,L2,L1,N,T,149,4_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","high,low,medium,medium,medium,low,high,medium"
N,B,C,N_B_C.png,training,3,21,5,medium,shape,color,tail,S,C,B,Y,I2,H2,L1,N,T,149,5_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","high,low,medium,medium,medium,low,high,medium"
T,Y,C,T_Y_C.png,training,3,22,3,low,shape,color,tail,S,C,B,Y,I1,L2,L1,N,T,149,3_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","high,low,medium,medium,medium,low,high,medium"
N,B,S,N_B_S.png,training,3,23,8,high,shape,color,tail,S,C,B,Y,I2,H2,H1,N,T,149,8_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/N_B_C.png,Resources/N_Y_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/T_B_S.png,Resources/T_B_C.png","high,low,medium,medium,medium,low,high,medium"
