feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,G,2,G_F2.png,training,1,1,9,high,color,feet,G,Y,C,F,154,9_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
C,Y,1,Y_C1.png,training,1,2,3,low,color,feet,G,Y,C,F,154,3_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
C,Y,2,Y_C2.png,training,1,3,1,low,color,feet,G,Y,C,F,154,1_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
F,Y,2,Y_F2.png,training,1,4,4,low,color,feet,G,Y,C,F,154,4_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
F,Y,1,Y_F1.png,training,1,5,2,low,color,feet,G,Y,C,F,154,2_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
C,G,2,G_C2.png,training,1,6,10,high,color,feet,G,Y,C,F,154,10_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
C,G,1,G_C1.png,training,1,7,8,high,color,feet,G,Y,C,F,154,8_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
F,G,1,G_F1.png,training,1,8,9,high,color,feet,G,Y,C,F,154,9_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
F,Y,2,Y_F2.png,training,2,9,2,low,color,feet,G,Y,C,F,154,2_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
C,Y,2,Y_C2.png,training,2,10,6,low,color,feet,G,Y,C,F,154,6_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
C,Y,1,Y_C1.png,training,2,11,4,low,color,feet,G,Y,C,F,154,4_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
C,G,2,G_C2.png,training,2,12,10,high,color,feet,G,Y,C,F,154,10_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
C,G,1,G_C1.png,training,2,13,9,high,color,feet,G,Y,C,F,154,9_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
F,G,2,G_F2.png,training,2,14,7,high,color,feet,G,Y,C,F,154,7_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
F,Y,1,Y_F1.png,training,2,15,1,low,color,feet,G,Y,C,F,154,1_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
F,G,1,G_F1.png,training,2,16,8,high,color,feet,G,Y,C,F,154,8_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
C,G,2,G_C2.png,training,3,17,9,high,color,feet,G,Y,C,F,154,9_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
C,G,1,G_C1.png,training,3,18,8,high,color,feet,G,Y,C,F,154,8_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
F,Y,2,Y_F2.png,training,3,19,5,low,color,feet,G,Y,C,F,154,5_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
C,Y,2,Y_C2.png,training,3,20,2,low,color,feet,G,Y,C,F,154,2_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
C,Y,1,Y_C1.png,training,3,21,3,low,color,feet,G,Y,C,F,154,3_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
F,G,2,G_F2.png,training,3,22,8,high,color,feet,G,Y,C,F,154,8_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
F,G,1,G_F1.png,training,3,23,5,high,color,feet,G,Y,C,F,154,5_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
F,Y,1,Y_F1.png,training,3,24,3,low,color,feet,G,Y,C,F,154,3_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png","low,high,low,high,high,low,high,low"
