feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,2,Y_C2.png,training,1,1,10,high,color,feet,Y,G,C,F,128,10_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
F,G,1,G_F1.png,training,1,2,9,low,color,feet,Y,G,C,F,128,9_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
F,Y,1,Y_F1.png,training,1,3,8,high,color,feet,Y,G,C,F,128,8_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
C,Y,1,Y_C1.png,training,1,4,8,high,color,feet,Y,G,C,F,128,8_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
F,Y,2,Y_F2.png,training,1,5,4,high,color,feet,Y,G,C,F,128,4_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
C,G,1,G_C1.png,training,1,6,4,low,color,feet,Y,G,C,F,128,4_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
F,G,2,G_F2.png,training,1,7,3,low,color,feet,Y,G,C,F,128,3_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
C,G,2,G_C2.png,training,1,8,6,low,color,feet,Y,G,C,F,128,6_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
F,Y,1,Y_F1.png,training,2,9,8,high,color,feet,Y,G,C,F,128,8_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
C,G,1,G_C1.png,training,2,10,4,low,color,feet,Y,G,C,F,128,4_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
C,Y,1,Y_C1.png,training,2,11,9,high,color,feet,Y,G,C,F,128,9_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
C,G,2,G_C2.png,training,2,12,6,low,color,feet,Y,G,C,F,128,6_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
F,Y,2,Y_F2.png,training,2,13,9,high,color,feet,Y,G,C,F,128,9_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
F,G,1,G_F1.png,training,2,14,1,low,color,feet,Y,G,C,F,128,1_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
C,Y,2,Y_C2.png,training,2,15,7,high,color,feet,Y,G,C,F,128,7_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
F,G,2,G_F2.png,training,2,16,1,low,color,feet,Y,G,C,F,128,1_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
F,G,1,G_F1.png,training,3,17,5,low,color,feet,Y,G,C,F,128,5_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
C,Y,2,Y_C2.png,training,3,18,6,high,color,feet,Y,G,C,F,128,6_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
F,Y,1,Y_F1.png,training,3,19,1,high,color,feet,Y,G,C,F,128,1_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
C,G,1,G_C1.png,training,3,20,6,low,color,feet,Y,G,C,F,128,6_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
C,Y,1,Y_C1.png,training,3,21,7,high,color,feet,Y,G,C,F,128,7_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
F,G,2,G_F2.png,training,3,22,4,low,color,feet,Y,G,C,F,128,4_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
C,G,2,G_C2.png,training,3,23,1,low,color,feet,Y,G,C,F,128,1_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
F,Y,2,Y_F2.png,training,3,24,10,high,color,feet,Y,G,C,F,128,10_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png","high,low,high,low,high,low,high,low"
