feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,2,Y_C2.png,training,1,1,6,high,color,feet,Y,G,F,C,156,6_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
C,Y,1,Y_C1.png,training,1,2,5,high,color,feet,Y,G,F,C,156,5_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
F,Y,1,Y_F1.png,training,1,3,6,high,color,feet,Y,G,F,C,156,6_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
F,G,2,G_F2.png,training,1,4,2,low,color,feet,Y,G,F,C,156,2_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
F,Y,2,Y_F2.png,training,1,5,6,high,color,feet,Y,G,F,C,156,6_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
C,G,2,G_C2.png,training,1,6,4,low,color,feet,Y,G,F,C,156,4_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
F,G,1,G_F1.png,training,1,7,4,low,color,feet,Y,G,F,C,156,4_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
C,G,1,G_C1.png,training,1,8,5,low,color,feet,Y,G,F,C,156,5_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
C,Y,2,Y_C2.png,training,2,9,8,high,color,feet,Y,G,F,C,156,8_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
F,G,2,G_F2.png,training,2,10,5,low,color,feet,Y,G,F,C,156,5_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
C,G,2,G_C2.png,training,2,11,1,low,color,feet,Y,G,F,C,156,1_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
F,G,1,G_F1.png,training,2,12,7,low,color,feet,Y,G,F,C,156,7_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
F,Y,2,Y_F2.png,training,2,13,6,high,color,feet,Y,G,F,C,156,6_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
C,G,1,G_C1.png,training,2,14,1,low,color,feet,Y,G,F,C,156,1_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
C,Y,1,Y_C1.png,training,2,15,8,high,color,feet,Y,G,F,C,156,8_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
F,Y,1,Y_F1.png,training,2,16,9,high,color,feet,Y,G,F,C,156,9_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
C,G,1,G_C1.png,training,3,17,1,low,color,feet,Y,G,F,C,156,1_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
F,Y,2,Y_F2.png,training,3,18,6,high,color,feet,Y,G,F,C,156,6_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
C,Y,2,Y_C2.png,training,3,19,9,high,color,feet,Y,G,F,C,156,9_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
F,G,2,G_F2.png,training,3,20,6,low,color,feet,Y,G,F,C,156,6_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
F,G,1,G_F1.png,training,3,21,4,low,color,feet,Y,G,F,C,156,4_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
F,Y,1,Y_F1.png,training,3,22,7,high,color,feet,Y,G,F,C,156,7_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
C,Y,1,Y_C1.png,training,3,23,9,high,color,feet,Y,G,F,C,156,9_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
C,G,2,G_C2.png,training,3,24,5,low,color,feet,Y,G,F,C,156,5_score.png,"Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_F1.png","low,high,high,low,high,high,low,low"
