feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
C,G,2,G_C2.png,training,1,1,5,high,feet,color,C,F,Y,G,117,5_score.png,"Resources/Y_F2.png,Resources/G_C1.png,Resources/G_F2.png,Resources/G_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/Y_C2.png","low,high,low,low,high,high,low,high"
F,G,1,G_F1.png,training,1,2,3,low,feet,color,C,F,Y,G,117,3_score.png,"Resources/Y_F2.png,Resources/G_C1.png,Resources/G_F2.png,Resources/G_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/Y_C2.png","low,high,low,low,high,high,low,high"
C,Y,1,Y_C1.png,training,1,3,8,high,feet,color,C,F,Y,G,117,8_score.png,"Resources/Y_F2.png,Resources/G_C1.png,Resources/G_F2.png,Resources/G_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/Y_C2.png","low,high,low,low,high,high,low,high"
C,Y,2,Y_C2.png,training,1,4,10,high,feet,color,C,F,Y,G,117,10_score.png,"Resources/Y_F2.png,Resources/G_C1.png,Resources/G_F2.png,Resources/G_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/Y_C2.png","low,high,low,low,high,high,low,high"
F,Y,1,Y_F1.png,training,1,5,4,low,feet,color,C,F,Y,G,117,4_score.png,"Resources/Y_F2.png,Resources/G_C1.png,Resources/G_F2.png,Resources/G_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/Y_C2.png","low,high,low,low,high,high,low,high"
F,G,2,G_F2.png,training,1,6,4,low,feet,color,C,F,Y,G,117,4_score.png,"Resources/Y_F2.png,Resources/G_C1.png,Resources/G_F2.png,Resources/G_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/Y_C2.png","low,high,low,low,high,high,low,high"
F,Y,2,Y_F2.png,training,1,7,4,low,feet,color,C,F,Y,G,117,4_score.png,"Resources/Y_F2.png,Resources/G_C1.png,Resources/G_F2.png,Resources/G_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/Y_C2.png","low,high,low,low,high,high,low,high"
C,G,1,G_C1.png,training,1,8,5,high,feet,color,C,F,Y,G,117,5_score.png,"Resources/Y_F2.png,Resources/G_C1.png,Resources/G_F2.png,Resources/G_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/Y_C2.png","low,high,low,low,high,high,low,high"
F,G,1,G_F1.png,training,2,9,3,low,feet,color,C,F,Y,G,117,3_score.png,"Resources/Y_F2.png,Resources/G_C1.png,Resources/G_F2.png,Resources/G_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/Y_C2.png","low,high,low,low,high,high,low,high"
C,Y,1,Y_C1.png,training,2,10,7,high,feet,color,C,F,Y,G,117,7_score.png,"Resources/Y_F2.png,Resources/G_C1.png,Resources/G_F2.png,Resources/G_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/Y_C2.png","low,high,low,low,high,high,low,high"
C,Y,2,Y_C2.png,training,2,11,6,high,feet,color,C,F,Y,G,117,6_score.png,"Resources/Y_F2.png,Resources/G_C1.png,Resources/G_F2.png,Resources/G_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/Y_C2.png","low,high,low,low,high,high,low,high"
F,Y,1,Y_F1.png,training,2,12,4,low,feet,color,C,F,Y,G,117,4_score.png,"Resources/Y_F2.png,Resources/G_C1.png,Resources/G_F2.png,Resources/G_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/Y_C2.png","low,high,low,low,high,high,low,high"
C,G,1,G_C1.png,training,2,13,7,high,feet,color,C,F,Y,G,117,7_score.png,"Resources/Y_F2.png,Resources/G_C1.png,Resources/G_F2.png,Resources/G_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/Y_C2.png","low,high,low,low,high,high,low,high"
C,G,2,G_C2.png,training,2,14,6,high,feet,color,C,F,Y,G,117,6_score.png,"Resources/Y_F2.png,Resources/G_C1.png,Resources/G_F2.png,Resources/G_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/Y_C2.png","low,high,low,low,high,high,low,high"
