feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,2,Y_F2.png,training,1,1,7,high,feet,color,F,C,G,Y,175,7_score.png,"Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png","high,low,high,low,low,high,low,high"
F,Y,1,Y_F1.png,training,1,2,4,high,feet,color,F,C,G,Y,175,4_score.png,"Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png","high,low,high,low,low,high,low,high"
C,G,2,G_C2.png,training,1,3,1,low,feet,color,F,C,G,Y,175,1_score.png,"Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png","high,low,high,low,low,high,low,high"
C,Y,1,Y_C1.png,training,1,4,1,low,feet,color,F,C,G,Y,175,1_score.png,"Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png","high,low,high,low,low,high,low,high"
C,G,1,G_C1.png,training,1,5,2,low,feet,color,F,C,G,Y,175,2_score.png,"Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png","high,low,high,low,low,high,low,high"
F,G,1,G_F1.png,training,1,6,8,high,feet,color,F,C,G,Y,175,8_score.png,"Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png","high,low,high,low,low,high,low,high"
F,G,2,G_F2.png,training,1,7,9,high,feet,color,F,C,G,Y,175,9_score.png,"Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png","high,low,high,low,low,high,low,high"
C,Y,2,Y_C2.png,training,1,8,3,low,feet,color,F,C,G,Y,175,3_score.png,"Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png","high,low,high,low,low,high,low,high"
F,G,2,G_F2.png,training,2,9,7,high,feet,color,F,C,G,Y,175,7_score.png,"Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png","high,low,high,low,low,high,low,high"
C,Y,1,Y_C1.png,training,2,10,4,low,feet,color,F,C,G,Y,175,4_score.png,"Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png","high,low,high,low,low,high,low,high"
C,G,2,G_C2.png,training,2,11,6,low,feet,color,F,C,G,Y,175,6_score.png,"Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png","high,low,high,low,low,high,low,high"
C,Y,2,Y_C2.png,training,2,12,1,low,feet,color,F,C,G,Y,175,1_score.png,"Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png","high,low,high,low,low,high,low,high"
F,G,1,G_F1.png,training,2,13,7,high,feet,color,F,C,G,Y,175,7_score.png,"Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png","high,low,high,low,low,high,low,high"
F,Y,2,Y_F2.png,training,2,14,7,high,feet,color,F,C,G,Y,175,7_score.png,"Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png","high,low,high,low,low,high,low,high"
C,G,1,G_C1.png,training,2,15,3,low,feet,color,F,C,G,Y,175,3_score.png,"Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png","high,low,high,low,low,high,low,high"
F,Y,1,Y_F1.png,training,2,16,9,high,feet,color,F,C,G,Y,175,9_score.png,"Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png","high,low,high,low,low,high,low,high"
F,G,2,G_F2.png,training,3,17,8,high,feet,color,F,C,G,Y,175,8_score.png,"Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png","high,low,high,low,low,high,low,high"
C,G,1,G_C1.png,training,3,18,5,low,feet,color,F,C,G,Y,175,5_score.png,"Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png","high,low,high,low,low,high,low,high"
F,G,1,G_F1.png,training,3,19,8,high,feet,color,F,C,G,Y,175,8_score.png,"Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png","high,low,high,low,low,high,low,high"
C,Y,2,Y_C2.png,training,3,20,3,low,feet,color,F,C,G,Y,175,3_score.png,"Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png","high,low,high,low,low,high,low,high"
F,Y,2,Y_F2.png,training,3,21,8,high,feet,color,F,C,G,Y,175,8_score.png,"Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png","high,low,high,low,low,high,low,high"
