feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,G,2,G_F2.png,training,1,1,2,low,color,feet,Y,G,F,C,200,2_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
F,Y,1,Y_F1.png,training,1,2,10,high,color,feet,Y,G,F,C,200,10_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
F,G,1,G_F1.png,training,1,3,3,low,color,feet,Y,G,F,C,200,3_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
C,Y,2,Y_C2.png,training,1,4,9,high,color,feet,Y,G,F,C,200,9_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
C,G,1,G_C1.png,training,1,5,2,low,color,feet,Y,G,F,C,200,2_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
C,Y,1,Y_C1.png,training,1,6,8,high,color,feet,Y,G,F,C,200,8_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
C,G,2,G_C2.png,training,1,7,4,low,color,feet,Y,G,F,C,200,4_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
F,Y,2,Y_F2.png,training,1,8,9,high,color,feet,Y,G,F,C,200,9_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
C,G,2,G_C2.png,training,2,9,3,low,color,feet,Y,G,F,C,200,3_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
C,Y,2,Y_C2.png,training,2,10,7,high,color,feet,Y,G,F,C,200,7_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
F,Y,1,Y_F1.png,training,2,11,10,high,color,feet,Y,G,F,C,200,10_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
C,G,1,G_C1.png,training,2,12,1,low,color,feet,Y,G,F,C,200,1_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
F,G,1,G_F1.png,training,2,13,2,low,color,feet,Y,G,F,C,200,2_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
F,Y,2,Y_F2.png,training,2,14,10,high,color,feet,Y,G,F,C,200,10_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
F,G,2,G_F2.png,training,2,15,4,low,color,feet,Y,G,F,C,200,4_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
C,Y,1,Y_C1.png,training,2,16,5,high,color,feet,Y,G,F,C,200,5_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
C,Y,2,Y_C2.png,training,3,17,9,high,color,feet,Y,G,F,C,200,9_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
C,G,1,G_C1.png,training,3,18,3,low,color,feet,Y,G,F,C,200,3_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
F,Y,2,Y_F2.png,training,3,19,10,high,color,feet,Y,G,F,C,200,10_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
F,G,2,G_F2.png,training,3,20,4,low,color,feet,Y,G,F,C,200,4_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
F,Y,1,Y_F1.png,training,3,21,8,high,color,feet,Y,G,F,C,200,8_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
C,Y,1,Y_C1.png,training,3,22,9,high,color,feet,Y,G,F,C,200,9_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
C,G,2,G_C2.png,training,3,23,4,low,color,feet,Y,G,F,C,200,4_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
F,G,1,G_F1.png,training,3,24,3,low,color,feet,Y,G,F,C,200,3_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_C1.png","low,low,high,high,high,high,low,low"
