feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,2,Y_F2.png,training,1,1,4,low,feet,color,C,F,G,Y,85,4_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
C,G,2,G_C2.png,training,1,2,6,high,feet,color,C,F,G,Y,85,6_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
F,G,2,G_F2.png,training,1,3,2,low,feet,color,C,F,G,Y,85,2_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
C,G,1,G_C1.png,training,1,4,8,high,feet,color,C,F,G,Y,85,8_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
F,G,1,G_F1.png,training,1,5,6,low,feet,color,C,F,G,Y,85,6_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
C,Y,1,Y_C1.png,training,1,6,8,high,feet,color,C,F,G,Y,85,8_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
F,Y,1,Y_F1.png,training,1,7,1,low,feet,color,C,F,G,Y,85,1_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
C,Y,2,Y_C2.png,training,1,8,6,high,feet,color,C,F,G,Y,85,6_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
F,G,2,G_F2.png,training,2,9,7,low,feet,color,C,F,G,Y,85,7_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
F,G,1,G_F1.png,training,2,10,1,low,feet,color,C,F,G,Y,85,1_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
C,G,2,G_C2.png,training,2,11,6,high,feet,color,C,F,G,Y,85,6_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
F,Y,2,Y_F2.png,training,2,12,2,low,feet,color,C,F,G,Y,85,2_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
F,Y,1,Y_F1.png,training,2,13,1,low,feet,color,C,F,G,Y,85,1_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
C,G,1,G_C1.png,training,2,14,5,high,feet,color,C,F,G,Y,85,5_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
C,Y,2,Y_C2.png,training,2,15,6,high,feet,color,C,F,G,Y,85,6_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
C,Y,1,Y_C1.png,training,2,16,5,high,feet,color,C,F,G,Y,85,5_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
C,G,1,G_C1.png,training,3,17,9,high,feet,color,C,F,G,Y,85,9_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
C,Y,1,Y_C1.png,training,3,18,8,high,feet,color,C,F,G,Y,85,8_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
F,G,2,G_F2.png,training,3,19,4,low,feet,color,C,F,G,Y,85,4_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
C,Y,2,Y_C2.png,training,3,20,6,high,feet,color,C,F,G,Y,85,6_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
F,Y,1,Y_F1.png,training,3,21,3,low,feet,color,C,F,G,Y,85,3_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
C,G,2,G_C2.png,training,3,22,9,high,feet,color,C,F,G,Y,85,9_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
F,G,1,G_F1.png,training,3,23,1,low,feet,color,C,F,G,Y,85,1_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
F,Y,2,Y_F2.png,training,3,24,1,low,feet,color,C,F,G,Y,85,1_score.png,"Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F2.png","low,low,high,high,low,high,high,low"
