feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,G,2,G_F2.png,training,1,1,7,low,color,feet,Y,G,F,C,40,7_score.png,"Resources/G_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_F2.png","low,low,high,high,high,low,high,low"
C,Y,2,Y_C2.png,training,1,2,8,high,color,feet,Y,G,F,C,40,8_score.png,"Resources/G_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_F2.png","low,low,high,high,high,low,high,low"
C,G,1,G_C1.png,training,1,3,3,low,color,feet,Y,G,F,C,40,3_score.png,"Resources/G_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_F2.png","low,low,high,high,high,low,high,low"
F,G,1,G_F1.png,training,1,4,4,low,color,feet,Y,G,F,C,40,4_score.png,"Resources/G_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_F2.png","low,low,high,high,high,low,high,low"
C,Y,1,Y_C1.png,training,1,5,8,high,color,feet,Y,G,F,C,40,8_score.png,"Resources/G_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_F2.png","low,low,high,high,high,low,high,low"
F,Y,1,Y_F1.png,training,1,6,9,high,color,feet,Y,G,F,C,40,9_score.png,"Resources/G_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_F2.png","low,low,high,high,high,low,high,low"
F,Y,2,Y_F2.png,training,1,7,8,high,color,feet,Y,G,F,C,40,8_score.png,"Resources/G_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_F2.png","low,low,high,high,high,low,high,low"
C,G,2,G_C2.png,training,1,8,2,low,color,feet,Y,G,F,C,40,2_score.png,"Resources/G_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_F2.png","low,low,high,high,high,low,high,low"
F,Y,1,Y_F1.png,training,2,9,6,high,color,feet,Y,G,F,C,40,6_score.png,"Resources/G_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_F2.png","low,low,high,high,high,low,high,low"
F,G,1,G_F1.png,training,2,10,7,low,color,feet,Y,G,F,C,40,7_score.png,"Resources/G_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_F2.png","low,low,high,high,high,low,high,low"
C,Y,1,Y_C1.png,training,2,11,8,high,color,feet,Y,G,F,C,40,8_score.png,"Resources/G_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_F2.png","low,low,high,high,high,low,high,low"
C,Y,2,Y_C2.png,training,2,12,8,high,color,feet,Y,G,F,C,40,8_score.png,"Resources/G_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_F2.png","low,low,high,high,high,low,high,low"
C,G,1,G_C1.png,training,2,13,5,low,color,feet,Y,G,F,C,40,5_score.png,"Resources/G_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_F2.png","low,low,high,high,high,low,high,low"
F,Y,2,Y_F2.png,training,2,14,8,high,color,feet,Y,G,F,C,40,8_score.png,"Resources/G_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_F2.png","low,low,high,high,high,low,high,low"
C,G,2,G_C2.png,training,2,15,4,low,color,feet,Y,G,F,C,40,4_score.png,"Resources/G_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_F2.png","low,low,high,high,high,low,high,low"
F,G,2,G_F2.png,training,2,16,6,low,color,feet,Y,G,F,C,40,6_score.png,"Resources/G_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_F2.png","low,low,high,high,high,low,high,low"
C,G,2,G_C2.png,training,3,17,6,low,color,feet,Y,G,F,C,40,6_score.png,"Resources/G_F1.png,Resources/G_C2.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_F2.png","low,low,high,high,high,low,high,low"
