feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,2,Y_C2.png,training,1,1,1,low,color,feet,G,Y,F,C,210,1_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F2.png","low,low,high,low,high,high,high,low"
C,G,2,G_C2.png,training,1,2,8,high,color,feet,G,Y,F,C,210,8_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F2.png","low,low,high,low,high,high,high,low"
F,G,2,G_F2.png,training,1,3,10,high,color,feet,G,Y,F,C,210,10_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F2.png","low,low,high,low,high,high,high,low"
F,Y,2,Y_F2.png,training,1,4,3,low,color,feet,G,Y,F,C,210,3_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F2.png","low,low,high,low,high,high,high,low"
F,Y,1,Y_F1.png,training,1,5,1,low,color,feet,G,Y,F,C,210,1_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F2.png","low,low,high,low,high,high,high,low"
C,G,1,G_C1.png,training,1,6,8,high,color,feet,G,Y,F,C,210,8_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F2.png","low,low,high,low,high,high,high,low"
F,G,1,G_F1.png,training,1,7,9,high,color,feet,G,Y,F,C,210,9_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F2.png","low,low,high,low,high,high,high,low"
C,Y,1,Y_C1.png,training,1,8,1,low,color,feet,G,Y,F,C,210,1_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F2.png","low,low,high,low,high,high,high,low"
F,Y,1,Y_F1.png,training,2,9,7,low,color,feet,G,Y,F,C,210,7_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F2.png","low,low,high,low,high,high,high,low"
C,Y,2,Y_C2.png,training,2,10,1,low,color,feet,G,Y,F,C,210,1_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F2.png","low,low,high,low,high,high,high,low"
