feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,G,1,G_C1.png,training,1,1,8,high,color,feet,G,Y,C,F,126,8_score.png,"Resources/G_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_C2.png","high,low,high,high,high,low,low,low"
F,Y,1,Y_F1.png,training,1,2,2,low,color,feet,G,Y,C,F,126,2_score.png,"Resources/G_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_C2.png","high,low,high,high,high,low,low,low"
F,G,2,G_F2.png,training,1,3,7,high,color,feet,G,Y,C,F,126,7_score.png,"Resources/G_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_C2.png","high,low,high,high,high,low,low,low"
F,Y,2,Y_F2.png,training,1,4,4,low,color,feet,G,Y,C,F,126,4_score.png,"Resources/G_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_C2.png","high,low,high,high,high,low,low,low"
C,Y,1,Y_C1.png,training,1,5,2,low,color,feet,G,Y,C,F,126,2_score.png,"Resources/G_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_C2.png","high,low,high,high,high,low,low,low"
C,Y,2,Y_C2.png,training,1,6,6,low,color,feet,G,Y,C,F,126,6_score.png,"Resources/G_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_C2.png","high,low,high,high,high,low,low,low"
C,G,2,G_C2.png,training,1,7,7,high,color,feet,G,Y,C,F,126,7_score.png,"Resources/G_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_C2.png","high,low,high,high,high,low,low,low"
F,G,1,G_F1.png,training,1,8,6,high,color,feet,G,Y,C,F,126,6_score.png,"Resources/G_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_C2.png","high,low,high,high,high,low,low,low"
C,G,2,G_C2.png,training,2,9,9,high,color,feet,G,Y,C,F,126,9_score.png,"Resources/G_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_C2.png","high,low,high,high,high,low,low,low"
F,Y,1,Y_F1.png,training,2,10,1,low,color,feet,G,Y,C,F,126,1_score.png,"Resources/G_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_C2.png","high,low,high,high,high,low,low,low"
C,Y,1,Y_C1.png,training,2,11,4,low,color,feet,G,Y,C,F,126,4_score.png,"Resources/G_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_C2.png","high,low,high,high,high,low,low,low"
C,G,1,G_C1.png,training,2,12,8,high,color,feet,G,Y,C,F,126,8_score.png,"Resources/G_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_C2.png","high,low,high,high,high,low,low,low"
F,G,2,G_F2.png,training,2,13,7,high,color,feet,G,Y,C,F,126,7_score.png,"Resources/G_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_C2.png","high,low,high,high,high,low,low,low"
C,Y,2,Y_C2.png,training,2,14,5,low,color,feet,G,Y,C,F,126,5_score.png,"Resources/G_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_C2.png","high,low,high,high,high,low,low,low"
F,Y,2,Y_F2.png,training,2,15,4,low,color,feet,G,Y,C,F,126,4_score.png,"Resources/G_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_C2.png","high,low,high,high,high,low,low,low"
F,G,1,G_F1.png,training,2,16,7,high,color,feet,G,Y,C,F,126,7_score.png,"Resources/G_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_C2.png","high,low,high,high,high,low,low,low"
F,G,1,G_F1.png,training,3,17,8,high,color,feet,G,Y,C,F,126,8_score.png,"Resources/G_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_C2.png","high,low,high,high,high,low,low,low"
F,G,2,G_F2.png,training,3,18,7,high,color,feet,G,Y,C,F,126,7_score.png,"Resources/G_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_C2.png","high,low,high,high,high,low,low,low"
C,G,1,G_C1.png,training,3,19,8,high,color,feet,G,Y,C,F,126,8_score.png,"Resources/G_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_C2.png","high,low,high,high,high,low,low,low"
C,Y,1,Y_C1.png,training,3,20,3,low,color,feet,G,Y,C,F,126,3_score.png,"Resources/G_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_C2.png","high,low,high,high,high,low,low,low"
