feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,G,2,G_F2.png,training,1,1,6,high,feet,color,F,C,Y,G,207,6_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
C,Y,2,Y_C2.png,training,1,2,4,low,feet,color,F,C,Y,G,207,4_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
F,Y,1,Y_F1.png,training,1,3,7,high,feet,color,F,C,Y,G,207,7_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
C,G,2,G_C2.png,training,1,4,5,low,feet,color,F,C,Y,G,207,5_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
F,G,1,G_F1.png,training,1,5,7,high,feet,color,F,C,Y,G,207,7_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
C,G,1,G_C1.png,training,1,6,4,low,feet,color,F,C,Y,G,207,4_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
F,Y,2,Y_F2.png,training,1,7,8,high,feet,color,F,C,Y,G,207,8_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
C,Y,1,Y_C1.png,training,1,8,2,low,feet,color,F,C,Y,G,207,2_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
C,G,2,G_C2.png,training,2,9,5,low,feet,color,F,C,Y,G,207,5_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
F,G,1,G_F1.png,training,2,10,4,high,feet,color,F,C,Y,G,207,4_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
C,Y,1,Y_C1.png,training,2,11,3,low,feet,color,F,C,Y,G,207,3_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
C,Y,2,Y_C2.png,training,2,12,5,low,feet,color,F,C,Y,G,207,5_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
C,G,1,G_C1.png,training,2,13,4,low,feet,color,F,C,Y,G,207,4_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
F,G,2,G_F2.png,training,2,14,7,high,feet,color,F,C,Y,G,207,7_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
F,Y,2,Y_F2.png,training,2,15,9,high,feet,color,F,C,Y,G,207,9_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
F,Y,1,Y_F1.png,training,2,16,8,high,feet,color,F,C,Y,G,207,8_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
C,G,2,G_C2.png,training,3,17,2,low,feet,color,F,C,Y,G,207,2_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
F,G,1,G_F1.png,training,3,18,6,high,feet,color,F,C,Y,G,207,6_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
F,Y,2,Y_F2.png,training,3,19,9,high,feet,color,F,C,Y,G,207,9_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
F,G,2,G_F2.png,training,3,20,8,high,feet,color,F,C,Y,G,207,8_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
C,G,1,G_C1.png,training,3,21,3,low,feet,color,F,C,Y,G,207,3_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
C,Y,2,Y_C2.png,training,3,22,4,low,feet,color,F,C,Y,G,207,4_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
F,Y,1,Y_F1.png,training,3,23,7,high,feet,color,F,C,Y,G,207,7_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
C,Y,1,Y_C1.png,training,3,24,1,low,feet,color,F,C,Y,G,207,1_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png","high,high,high,low,low,high,low,low"
