feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,1,Y_F1.png,training,1,1,2,low,color,feet,G,Y,F,C,206,2_score.png,"Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png","low,high,low,high,low,high,low,high"
F,G,2,G_F2.png,training,1,2,5,high,color,feet,G,Y,F,C,206,5_score.png,"Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png","low,high,low,high,low,high,low,high"
C,Y,2,Y_C2.png,training,1,3,3,low,color,feet,G,Y,F,C,206,3_score.png,"Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png","low,high,low,high,low,high,low,high"
F,Y,2,Y_F2.png,training,1,4,6,low,color,feet,G,Y,F,C,206,6_score.png,"Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png","low,high,low,high,low,high,low,high"
C,G,2,G_C2.png,training,1,5,8,high,color,feet,G,Y,F,C,206,8_score.png,"Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png","low,high,low,high,low,high,low,high"
F,G,1,G_F1.png,training,1,6,10,high,color,feet,G,Y,F,C,206,10_score.png,"Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png","low,high,low,high,low,high,low,high"
C,G,1,G_C1.png,training,1,7,7,high,color,feet,G,Y,F,C,206,7_score.png,"Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png","low,high,low,high,low,high,low,high"
C,Y,1,Y_C1.png,training,1,8,4,low,color,feet,G,Y,F,C,206,4_score.png,"Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png","low,high,low,high,low,high,low,high"
F,Y,1,Y_F1.png,training,2,9,3,low,color,feet,G,Y,F,C,206,3_score.png,"Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png","low,high,low,high,low,high,low,high"
C,G,1,G_C1.png,training,2,10,9,high,color,feet,G,Y,F,C,206,9_score.png,"Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png","low,high,low,high,low,high,low,high"
C,G,2,G_C2.png,training,2,11,8,high,color,feet,G,Y,F,C,206,8_score.png,"Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png","low,high,low,high,low,high,low,high"
C,Y,1,Y_C1.png,training,2,12,1,low,color,feet,G,Y,F,C,206,1_score.png,"Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png","low,high,low,high,low,high,low,high"
F,Y,2,Y_F2.png,training,2,13,6,low,color,feet,G,Y,F,C,206,6_score.png,"Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png","low,high,low,high,low,high,low,high"
F,G,2,G_F2.png,training,2,14,10,high,color,feet,G,Y,F,C,206,10_score.png,"Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png","low,high,low,high,low,high,low,high"
C,Y,2,Y_C2.png,training,2,15,1,low,color,feet,G,Y,F,C,206,1_score.png,"Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F2.png","low,high,low,high,low,high,low,high"
