feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,2,Y_F2.png,training,1,1,8,high,feet,color,F,C,Y,G,107,8_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
C,G,1,G_C1.png,training,1,2,2,low,feet,color,F,C,Y,G,107,2_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
C,Y,1,Y_C1.png,training,1,3,2,low,feet,color,F,C,Y,G,107,2_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
F,G,1,G_F1.png,training,1,4,8,high,feet,color,F,C,Y,G,107,8_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
C,Y,2,Y_C2.png,training,1,5,4,low,feet,color,F,C,Y,G,107,4_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
F,G,2,G_F2.png,training,1,6,7,high,feet,color,F,C,Y,G,107,7_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
C,G,2,G_C2.png,training,1,7,3,low,feet,color,F,C,Y,G,107,3_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
F,Y,1,Y_F1.png,training,1,8,10,high,feet,color,F,C,Y,G,107,10_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
C,Y,2,Y_C2.png,training,2,9,5,low,feet,color,F,C,Y,G,107,5_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
F,G,2,G_F2.png,training,2,10,7,high,feet,color,F,C,Y,G,107,7_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
C,G,1,G_C1.png,training,2,11,3,low,feet,color,F,C,Y,G,107,3_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
C,G,2,G_C2.png,training,2,12,4,low,feet,color,F,C,Y,G,107,4_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
F,Y,2,Y_F2.png,training,2,13,7,high,feet,color,F,C,Y,G,107,7_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
F,Y,1,Y_F1.png,training,2,14,7,high,feet,color,F,C,Y,G,107,7_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
C,Y,1,Y_C1.png,training,2,15,7,low,feet,color,F,C,Y,G,107,7_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
F,G,1,G_F1.png,training,2,16,3,high,feet,color,F,C,Y,G,107,3_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
F,G,1,G_F1.png,training,3,17,8,high,feet,color,F,C,Y,G,107,8_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
C,G,2,G_C2.png,training,3,18,3,low,feet,color,F,C,Y,G,107,3_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
C,Y,2,Y_C2.png,training,3,19,3,low,feet,color,F,C,Y,G,107,3_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
F,Y,1,Y_F1.png,training,3,20,7,high,feet,color,F,C,Y,G,107,7_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
F,G,2,G_F2.png,training,3,21,7,high,feet,color,F,C,Y,G,107,7_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
F,Y,2,Y_F2.png,training,3,22,6,high,feet,color,F,C,Y,G,107,6_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
C,G,1,G_C1.png,training,3,23,4,low,feet,color,F,C,Y,G,107,4_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
C,Y,1,Y_C1.png,training,3,24,2,low,feet,color,F,C,Y,G,107,2_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F1.png,Resources/Y_F1.png","low,high,low,low,low,high,high,high"
