feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,G,1,G_F1.png,training,1,1,10,high,color,feet,G,Y,F,C,10,10_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
C,Y,2,Y_C2.png,training,1,2,3,low,color,feet,G,Y,F,C,10,3_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
F,Y,2,Y_F2.png,training,1,3,3,low,color,feet,G,Y,F,C,10,3_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
F,G,2,G_F2.png,training,1,4,7,high,color,feet,G,Y,F,C,10,7_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
C,G,2,G_C2.png,training,1,5,8,high,color,feet,G,Y,F,C,10,8_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
C,Y,1,Y_C1.png,training,1,6,5,low,color,feet,G,Y,F,C,10,5_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
C,G,1,G_C1.png,training,1,7,8,high,color,feet,G,Y,F,C,10,8_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
F,Y,1,Y_F1.png,training,1,8,4,low,color,feet,G,Y,F,C,10,4_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
C,Y,1,Y_C1.png,training,2,9,1,low,color,feet,G,Y,F,C,10,1_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
F,G,1,G_F1.png,training,2,10,9,high,color,feet,G,Y,F,C,10,9_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
F,Y,1,Y_F1.png,training,2,11,5,low,color,feet,G,Y,F,C,10,5_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
C,G,1,G_C1.png,training,2,12,9,high,color,feet,G,Y,F,C,10,9_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
F,G,2,G_F2.png,training,2,13,9,high,color,feet,G,Y,F,C,10,9_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
C,Y,2,Y_C2.png,training,2,14,2,low,color,feet,G,Y,F,C,10,2_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
C,G,2,G_C2.png,training,2,15,7,high,color,feet,G,Y,F,C,10,7_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
F,Y,2,Y_F2.png,training,2,16,4,low,color,feet,G,Y,F,C,10,4_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
C,G,2,G_C2.png,training,3,17,10,high,color,feet,G,Y,F,C,10,10_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
C,G,1,G_C1.png,training,3,18,8,high,color,feet,G,Y,F,C,10,8_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
F,Y,1,Y_F1.png,training,3,19,4,low,color,feet,G,Y,F,C,10,4_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
F,G,2,G_F2.png,training,3,20,10,high,color,feet,G,Y,F,C,10,10_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
F,G,1,G_F1.png,training,3,21,6,high,color,feet,G,Y,F,C,10,6_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
C,Y,2,Y_C2.png,training,3,22,2,low,color,feet,G,Y,F,C,10,2_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
C,Y,1,Y_C1.png,training,3,23,5,low,color,feet,G,Y,F,C,10,5_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
F,Y,2,Y_F2.png,training,3,24,3,low,color,feet,G,Y,F,C,10,3_score.png,"Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F2.png","low,high,high,low,high,low,low,high"
