feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,2,Y_F2.png,training,1,1,6,low,color,feet,G,Y,F,C,70,6_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
F,G,1,G_F1.png,training,1,2,9,high,color,feet,G,Y,F,C,70,9_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
C,G,2,G_C2.png,training,1,3,8,high,color,feet,G,Y,F,C,70,8_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
F,G,2,G_F2.png,training,1,4,7,high,color,feet,G,Y,F,C,70,7_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
C,Y,1,Y_C1.png,training,1,5,2,low,color,feet,G,Y,F,C,70,2_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
C,G,1,G_C1.png,training,1,6,8,high,color,feet,G,Y,F,C,70,8_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
F,Y,1,Y_F1.png,training,1,7,4,low,color,feet,G,Y,F,C,70,4_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
C,Y,2,Y_C2.png,training,1,8,1,low,color,feet,G,Y,F,C,70,1_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
F,G,1,G_F1.png,training,2,9,9,high,color,feet,G,Y,F,C,70,9_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
F,G,2,G_F2.png,training,2,10,8,high,color,feet,G,Y,F,C,70,8_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
C,Y,1,Y_C1.png,training,2,11,2,low,color,feet,G,Y,F,C,70,2_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
C,G,1,G_C1.png,training,2,12,8,high,color,feet,G,Y,F,C,70,8_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
C,Y,2,Y_C2.png,training,2,13,2,low,color,feet,G,Y,F,C,70,2_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
F,Y,1,Y_F1.png,training,2,14,3,low,color,feet,G,Y,F,C,70,3_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
C,G,2,G_C2.png,training,2,15,5,high,color,feet,G,Y,F,C,70,5_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
F,Y,2,Y_F2.png,training,2,16,4,low,color,feet,G,Y,F,C,70,4_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
C,G,1,G_C1.png,training,3,17,7,high,color,feet,G,Y,F,C,70,7_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
F,Y,2,Y_F2.png,training,3,18,4,low,color,feet,G,Y,F,C,70,4_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
F,G,1,G_F1.png,training,3,19,4,high,color,feet,G,Y,F,C,70,4_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
C,Y,2,Y_C2.png,training,3,20,1,low,color,feet,G,Y,F,C,70,1_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
F,Y,1,Y_F1.png,training,3,21,2,low,color,feet,G,Y,F,C,70,2_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
F,G,2,G_F2.png,training,3,22,7,high,color,feet,G,Y,F,C,70,7_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
C,Y,1,Y_C1.png,training,3,23,1,low,color,feet,G,Y,F,C,70,1_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
C,G,2,G_C2.png,training,3,24,8,high,color,feet,G,Y,F,C,70,8_score.png,"Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png","low,low,high,low,low,high,high,high"
