feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
C,G,1,G_C1.png,training,1,1,5,high,feet,color,C,F,Y,G,77,5_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
F,G,1,G_F1.png,training,1,2,3,low,feet,color,C,F,Y,G,77,3_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
F,Y,2,Y_F2.png,training,1,3,5,low,feet,color,C,F,Y,G,77,5_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
F,Y,1,Y_F1.png,training,1,4,1,low,feet,color,C,F,Y,G,77,1_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
F,G,2,G_F2.png,training,1,5,2,low,feet,color,C,F,Y,G,77,2_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
C,G,2,G_C2.png,training,1,6,5,high,feet,color,C,F,Y,G,77,5_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
C,Y,2,Y_C2.png,training,1,7,6,high,feet,color,C,F,Y,G,77,6_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
C,Y,1,Y_C1.png,training,1,8,7,high,feet,color,C,F,Y,G,77,7_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
C,Y,2,Y_C2.png,training,2,9,8,high,feet,color,C,F,Y,G,77,8_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
F,G,1,G_F1.png,training,2,10,4,low,feet,color,C,F,Y,G,77,4_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
F,Y,2,Y_F2.png,training,2,11,2,low,feet,color,C,F,Y,G,77,2_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
C,G,2,G_C2.png,training,2,12,10,high,feet,color,C,F,Y,G,77,10_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
C,G,1,G_C1.png,training,2,13,5,high,feet,color,C,F,Y,G,77,5_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
F,Y,1,Y_F1.png,training,2,14,5,low,feet,color,C,F,Y,G,77,5_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
C,Y,1,Y_C1.png,training,2,15,10,high,feet,color,C,F,Y,G,77,10_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
F,G,2,G_F2.png,training,2,16,2,low,feet,color,C,F,Y,G,77,2_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
F,Y,2,Y_F2.png,training,3,17,3,low,feet,color,C,F,Y,G,77,3_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
F,G,2,G_F2.png,training,3,18,1,low,feet,color,C,F,Y,G,77,1_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
F,G,1,G_F1.png,training,3,19,3,low,feet,color,C,F,Y,G,77,3_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
C,G,1,G_C1.png,training,3,20,7,high,feet,color,C,F,Y,G,77,7_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
C,Y,1,Y_C1.png,training,3,21,7,high,feet,color,C,F,Y,G,77,7_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
C,G,2,G_C2.png,training,3,22,4,high,feet,color,C,F,Y,G,77,4_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
C,Y,2,Y_C2.png,training,3,23,4,high,feet,color,C,F,Y,G,77,4_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
F,Y,1,Y_F1.png,training,3,24,2,low,feet,color,C,F,Y,G,77,2_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_F1.png","high,low,high,high,high,low,low,low"
