feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,2,Y_C2.png,training,1,1,2,low,feet,color,F,C,Y,G,71,2_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
C,G,1,G_C1.png,training,1,2,3,low,feet,color,F,C,Y,G,71,3_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
F,G,1,G_F1.png,training,1,3,6,high,feet,color,F,C,Y,G,71,6_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
C,G,2,G_C2.png,training,1,4,3,low,feet,color,F,C,Y,G,71,3_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
F,Y,1,Y_F1.png,training,1,5,8,high,feet,color,F,C,Y,G,71,8_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
C,Y,1,Y_C1.png,training,1,6,5,low,feet,color,F,C,Y,G,71,5_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
F,G,2,G_F2.png,training,1,7,5,high,feet,color,F,C,Y,G,71,5_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
F,Y,2,Y_F2.png,training,1,8,7,high,feet,color,F,C,Y,G,71,7_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
C,Y,1,Y_C1.png,training,2,9,5,low,feet,color,F,C,Y,G,71,5_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
C,Y,2,Y_C2.png,training,2,10,6,low,feet,color,F,C,Y,G,71,6_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
F,G,1,G_F1.png,training,2,11,7,high,feet,color,F,C,Y,G,71,7_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
F,G,2,G_F2.png,training,2,12,8,high,feet,color,F,C,Y,G,71,8_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
F,Y,2,Y_F2.png,training,2,13,10,high,feet,color,F,C,Y,G,71,10_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
C,G,1,G_C1.png,training,2,14,3,low,feet,color,F,C,Y,G,71,3_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
F,Y,1,Y_F1.png,training,2,15,9,high,feet,color,F,C,Y,G,71,9_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
C,G,2,G_C2.png,training,2,16,6,low,feet,color,F,C,Y,G,71,6_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
F,Y,2,Y_F2.png,training,3,17,7,high,feet,color,F,C,Y,G,71,7_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
C,Y,2,Y_C2.png,training,3,18,6,low,feet,color,F,C,Y,G,71,6_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
C,G,2,G_C2.png,training,3,19,3,low,feet,color,F,C,Y,G,71,3_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
C,G,1,G_C1.png,training,3,20,1,low,feet,color,F,C,Y,G,71,1_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
F,Y,1,Y_F1.png,training,3,21,5,high,feet,color,F,C,Y,G,71,5_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
C,Y,1,Y_C1.png,training,3,22,4,low,feet,color,F,C,Y,G,71,4_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
F,G,2,G_F2.png,training,3,23,9,high,feet,color,F,C,Y,G,71,9_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
F,G,1,G_F1.png,training,3,24,6,high,feet,color,F,C,Y,G,71,6_score.png,"Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_F1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png","low,low,low,high,high,low,high,high"
