feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,2,Y_F2.png,training,1,1,1,low,feet,color,C,F,Y,G,145,1_score.png,"Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_C1.png","low,low,high,low,low,high,high,high"
C,Y,2,Y_C2.png,training,1,2,9,high,feet,color,C,F,Y,G,145,9_score.png,"Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_C1.png","low,low,high,low,low,high,high,high"
C,G,1,G_C1.png,training,1,3,8,high,feet,color,C,F,Y,G,145,8_score.png,"Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_C1.png","low,low,high,low,low,high,high,high"
F,G,1,G_F1.png,training,1,4,5,low,feet,color,C,F,Y,G,145,5_score.png,"Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_C1.png","low,low,high,low,low,high,high,high"
F,Y,1,Y_F1.png,training,1,5,6,low,feet,color,C,F,Y,G,145,6_score.png,"Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_C1.png","low,low,high,low,low,high,high,high"
C,G,2,G_C2.png,training,1,6,8,high,feet,color,C,F,Y,G,145,8_score.png,"Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_C1.png","low,low,high,low,low,high,high,high"
C,Y,1,Y_C1.png,training,1,7,8,high,feet,color,C,F,Y,G,145,8_score.png,"Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_C1.png","low,low,high,low,low,high,high,high"
F,G,2,G_F2.png,training,1,8,3,low,feet,color,C,F,Y,G,145,3_score.png,"Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_C1.png","low,low,high,low,low,high,high,high"
F,G,2,G_F2.png,training,2,9,1,low,feet,color,C,F,Y,G,145,1_score.png,"Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_C1.png","low,low,high,low,low,high,high,high"
C,Y,1,Y_C1.png,training,2,10,10,high,feet,color,C,F,Y,G,145,10_score.png,"Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_C1.png","low,low,high,low,low,high,high,high"
F,G,1,G_F1.png,training,2,11,1,low,feet,color,C,F,Y,G,145,1_score.png,"Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_C1.png","low,low,high,low,low,high,high,high"
C,G,2,G_C2.png,training,2,12,5,high,feet,color,C,F,Y,G,145,5_score.png,"Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_C1.png","low,low,high,low,low,high,high,high"
F,Y,1,Y_F1.png,training,2,13,1,low,feet,color,C,F,Y,G,145,1_score.png,"Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_C1.png","low,low,high,low,low,high,high,high"
F,Y,2,Y_F2.png,training,2,14,5,low,feet,color,C,F,Y,G,145,5_score.png,"Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_C1.png","low,low,high,low,low,high,high,high"
C,G,1,G_C1.png,training,2,15,10,high,feet,color,C,F,Y,G,145,10_score.png,"Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_C1.png","low,low,high,low,low,high,high,high"
C,Y,2,Y_C2.png,training,2,16,9,high,feet,color,C,F,Y,G,145,9_score.png,"Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_C1.png","low,low,high,low,low,high,high,high"
C,Y,2,Y_C2.png,training,3,17,8,high,feet,color,C,F,Y,G,145,8_score.png,"Resources/Y_F1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_F1.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_C1.png","low,low,high,low,low,high,high,high"
