feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,2,Y_C2.png,training,1,1,6,low,color,feet,G,Y,C,F,122,6_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_C2.png","high,high,low,high,low,low,low,high"
C,G,2,G_C2.png,training,1,2,9,high,color,feet,G,Y,C,F,122,9_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_C2.png","high,high,low,high,low,low,low,high"
C,G,1,G_C1.png,training,1,3,7,high,color,feet,G,Y,C,F,122,7_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_C2.png","high,high,low,high,low,low,low,high"
F,G,1,G_F1.png,training,1,4,10,high,color,feet,G,Y,C,F,122,10_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_C2.png","high,high,low,high,low,low,low,high"
F,Y,2,Y_F2.png,training,1,5,2,low,color,feet,G,Y,C,F,122,2_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_C2.png","high,high,low,high,low,low,low,high"
C,Y,1,Y_C1.png,training,1,6,5,low,color,feet,G,Y,C,F,122,5_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_C2.png","high,high,low,high,low,low,low,high"
F,G,2,G_F2.png,training,1,7,7,high,color,feet,G,Y,C,F,122,7_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_C2.png","high,high,low,high,low,low,low,high"
F,Y,1,Y_F1.png,training,1,8,1,low,color,feet,G,Y,C,F,122,1_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_C2.png","high,high,low,high,low,low,low,high"
C,Y,2,Y_C2.png,training,2,9,6,low,color,feet,G,Y,C,F,122,6_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_C2.png","high,high,low,high,low,low,low,high"
F,Y,2,Y_F2.png,training,2,10,1,low,color,feet,G,Y,C,F,122,1_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_C2.png","high,high,low,high,low,low,low,high"
F,Y,1,Y_F1.png,training,2,11,1,low,color,feet,G,Y,C,F,122,1_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_C2.png","high,high,low,high,low,low,low,high"
F,G,2,G_F2.png,training,2,12,4,high,color,feet,G,Y,C,F,122,4_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_C2.png","high,high,low,high,low,low,low,high"
C,Y,1,Y_C1.png,training,2,13,1,low,color,feet,G,Y,C,F,122,1_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_C2.png","high,high,low,high,low,low,low,high"
C,G,1,G_C1.png,training,2,14,8,high,color,feet,G,Y,C,F,122,8_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_C2.png","high,high,low,high,low,low,low,high"
F,G,1,G_F1.png,training,2,15,8,high,color,feet,G,Y,C,F,122,8_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_C2.png","high,high,low,high,low,low,low,high"
C,G,2,G_C2.png,training,2,16,9,high,color,feet,G,Y,C,F,122,9_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_C2.png","high,high,low,high,low,low,low,high"
C,Y,1,Y_C1.png,training,3,17,1,low,color,feet,G,Y,C,F,122,1_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_C2.png","high,high,low,high,low,low,low,high"
F,G,2,G_F2.png,training,3,18,8,high,color,feet,G,Y,C,F,122,8_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_C2.png","high,high,low,high,low,low,low,high"
F,G,1,G_F1.png,training,3,19,7,high,color,feet,G,Y,C,F,122,7_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_C2.png","high,high,low,high,low,low,low,high"
F,Y,1,Y_F1.png,training,3,20,9,low,color,feet,G,Y,C,F,122,9_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_C2.png","high,high,low,high,low,low,low,high"
C,G,2,G_C2.png,training,3,21,7,high,color,feet,G,Y,C,F,122,7_score.png,"Resources/G_F1.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/G_C2.png","high,high,low,high,low,low,low,high"
