feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,2,Y_C2.png,training,1,1,10,high,feet,color,C,F,Y,G,53,10_score.png,"Resources/G_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png","low,high,low,high,high,high,low,low"
F,Y,2,Y_F2.png,training,1,2,6,low,feet,color,C,F,Y,G,53,6_score.png,"Resources/G_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png","low,high,low,high,high,high,low,low"
C,G,1,G_C1.png,training,1,3,8,high,feet,color,C,F,Y,G,53,8_score.png,"Resources/G_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png","low,high,low,high,high,high,low,low"
F,Y,1,Y_F1.png,training,1,4,5,low,feet,color,C,F,Y,G,53,5_score.png,"Resources/G_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png","low,high,low,high,high,high,low,low"
C,Y,1,Y_C1.png,training,1,5,9,high,feet,color,C,F,Y,G,53,9_score.png,"Resources/G_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png","low,high,low,high,high,high,low,low"
C,G,2,G_C2.png,training,1,6,10,high,feet,color,C,F,Y,G,53,10_score.png,"Resources/G_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png","low,high,low,high,high,high,low,low"
F,G,2,G_F2.png,training,1,7,3,low,feet,color,C,F,Y,G,53,3_score.png,"Resources/G_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png","low,high,low,high,high,high,low,low"
F,G,1,G_F1.png,training,1,8,1,low,feet,color,C,F,Y,G,53,1_score.png,"Resources/G_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png","low,high,low,high,high,high,low,low"
C,Y,2,Y_C2.png,training,2,9,10,high,feet,color,C,F,Y,G,53,10_score.png,"Resources/G_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png","low,high,low,high,high,high,low,low"
F,Y,1,Y_F1.png,training,2,10,3,low,feet,color,C,F,Y,G,53,3_score.png,"Resources/G_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png","low,high,low,high,high,high,low,low"
C,Y,1,Y_C1.png,training,2,11,6,high,feet,color,C,F,Y,G,53,6_score.png,"Resources/G_F2.png,Resources/Y_C1.png,Resources/Y_F1.png,Resources/G_C1.png,Resources/Y_C2.png,Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F2.png","low,high,low,high,high,high,low,low"
