feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,2,Y_F2.png,training,1,1,4,low,feet,color,C,F,Y,G,25,4_score.png,"Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/G_C2.png","low,high,high,low,high,low,low,high"
C,Y,2,Y_C2.png,training,1,2,8,high,feet,color,C,F,Y,G,25,8_score.png,"Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/G_C2.png","low,high,high,low,high,low,low,high"
C,G,2,G_C2.png,training,1,3,6,high,feet,color,C,F,Y,G,25,6_score.png,"Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/G_C2.png","low,high,high,low,high,low,low,high"
F,G,2,G_F2.png,training,1,4,6,low,feet,color,C,F,Y,G,25,6_score.png,"Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/G_C2.png","low,high,high,low,high,low,low,high"
C,G,1,G_C1.png,training,1,5,10,high,feet,color,C,F,Y,G,25,10_score.png,"Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/G_C2.png","low,high,high,low,high,low,low,high"
C,Y,1,Y_C1.png,training,1,6,9,high,feet,color,C,F,Y,G,25,9_score.png,"Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/G_C2.png","low,high,high,low,high,low,low,high"
F,G,1,G_F1.png,training,1,7,1,low,feet,color,C,F,Y,G,25,1_score.png,"Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/G_C2.png","low,high,high,low,high,low,low,high"
F,Y,1,Y_F1.png,training,1,8,5,low,feet,color,C,F,Y,G,25,5_score.png,"Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/G_C2.png","low,high,high,low,high,low,low,high"
F,G,2,G_F2.png,training,2,9,2,low,feet,color,C,F,Y,G,25,2_score.png,"Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/G_C2.png","low,high,high,low,high,low,low,high"
C,Y,1,Y_C1.png,training,2,10,9,high,feet,color,C,F,Y,G,25,9_score.png,"Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/G_C2.png","low,high,high,low,high,low,low,high"
C,Y,2,Y_C2.png,training,2,11,10,high,feet,color,C,F,Y,G,25,10_score.png,"Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/G_C2.png","low,high,high,low,high,low,low,high"
