feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,1,Y_C1.png,training,1,1,5,low,feet,color,F,C,G,Y,179,5_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_C2.png","low,high,high,high,low,low,high,low"
F,G,1,G_F1.png,training,1,2,8,high,feet,color,F,C,G,Y,179,8_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_C2.png","low,high,high,high,low,low,high,low"
F,Y,1,Y_F1.png,training,1,3,7,high,feet,color,F,C,G,Y,179,7_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_C2.png","low,high,high,high,low,low,high,low"
F,G,2,G_F2.png,training,1,4,10,high,feet,color,F,C,G,Y,179,10_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_C2.png","low,high,high,high,low,low,high,low"
C,Y,2,Y_C2.png,training,1,5,4,low,feet,color,F,C,G,Y,179,4_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_C2.png","low,high,high,high,low,low,high,low"
C,G,2,G_C2.png,training,1,6,3,low,feet,color,F,C,G,Y,179,3_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_C2.png","low,high,high,high,low,low,high,low"
C,G,1,G_C1.png,training,1,7,6,low,feet,color,F,C,G,Y,179,6_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_C2.png","low,high,high,high,low,low,high,low"
F,Y,2,Y_F2.png,training,1,8,8,high,feet,color,F,C,G,Y,179,8_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_C2.png","low,high,high,high,low,low,high,low"
C,Y,1,Y_C1.png,training,2,9,5,low,feet,color,F,C,G,Y,179,5_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_C2.png","low,high,high,high,low,low,high,low"
C,Y,2,Y_C2.png,training,2,10,3,low,feet,color,F,C,G,Y,179,3_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_C2.png","low,high,high,high,low,low,high,low"
F,G,2,G_F2.png,training,2,11,9,high,feet,color,F,C,G,Y,179,9_score.png,"Resources/G_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/Y_C2.png","low,high,high,high,low,low,high,low"
