feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,2,Y_C2.png,training,1,1,8,high,color,feet,Y,G,C,F,208,8_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
F,Y,2,Y_F2.png,training,1,2,8,high,color,feet,Y,G,C,F,208,8_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
C,G,2,G_C2.png,training,1,3,7,low,color,feet,Y,G,C,F,208,7_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
C,Y,1,Y_C1.png,training,1,4,9,high,color,feet,Y,G,C,F,208,9_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
C,G,1,G_C1.png,training,1,5,5,low,color,feet,Y,G,C,F,208,5_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
F,G,2,G_F2.png,training,1,6,4,low,color,feet,Y,G,C,F,208,4_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
F,Y,1,Y_F1.png,training,1,7,5,high,color,feet,Y,G,C,F,208,5_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
F,G,1,G_F1.png,training,1,8,3,low,color,feet,Y,G,C,F,208,3_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
F,G,1,G_F1.png,training,2,9,5,low,color,feet,Y,G,C,F,208,5_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
F,Y,1,Y_F1.png,training,2,10,9,high,color,feet,Y,G,C,F,208,9_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
C,G,2,G_C2.png,training,2,11,5,low,color,feet,Y,G,C,F,208,5_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
C,Y,1,Y_C1.png,training,2,12,8,high,color,feet,Y,G,C,F,208,8_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
F,G,2,G_F2.png,training,2,13,1,low,color,feet,Y,G,C,F,208,1_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
C,Y,2,Y_C2.png,training,2,14,8,high,color,feet,Y,G,C,F,208,8_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
C,G,1,G_C1.png,training,2,15,2,low,color,feet,Y,G,C,F,208,2_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
F,Y,2,Y_F2.png,training,2,16,3,high,color,feet,Y,G,C,F,208,3_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
F,Y,1,Y_F1.png,training,3,17,4,high,color,feet,Y,G,C,F,208,4_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
F,Y,2,Y_F2.png,training,3,18,8,high,color,feet,Y,G,C,F,208,8_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
C,Y,2,Y_C2.png,training,3,19,8,high,color,feet,Y,G,C,F,208,8_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
F,G,2,G_F2.png,training,3,20,1,low,color,feet,Y,G,C,F,208,1_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
C,Y,1,Y_C1.png,training,3,21,5,high,color,feet,Y,G,C,F,208,5_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
C,G,1,G_C1.png,training,3,22,6,low,color,feet,Y,G,C,F,208,6_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
C,G,2,G_C2.png,training,3,23,5,low,color,feet,Y,G,C,F,208,5_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
F,G,1,G_F1.png,training,3,24,5,low,color,feet,Y,G,C,F,208,5_score.png,"Resources/Y_F2.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/G_C1.png,Resources/G_F1.png,Resources/Y_F1.png","high,high,high,low,low,low,low,high"
