feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,1,Y_C1.png,training,1,1,5,low,feet,color,F,C,G,Y,75,5_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
F,G,2,G_F2.png,training,1,2,9,high,feet,color,F,C,G,Y,75,9_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
F,Y,1,Y_F1.png,training,1,3,8,high,feet,color,F,C,G,Y,75,8_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
F,Y,2,Y_F2.png,training,1,4,6,high,feet,color,F,C,G,Y,75,6_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
C,Y,2,Y_C2.png,training,1,5,1,low,feet,color,F,C,G,Y,75,1_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
C,G,1,G_C1.png,training,1,6,6,low,feet,color,F,C,G,Y,75,6_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
C,G,2,G_C2.png,training,1,7,6,low,feet,color,F,C,G,Y,75,6_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
F,G,1,G_F1.png,training,1,8,4,high,feet,color,F,C,G,Y,75,4_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
F,G,1,G_F1.png,training,2,9,8,high,feet,color,F,C,G,Y,75,8_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
F,Y,1,Y_F1.png,training,2,10,7,high,feet,color,F,C,G,Y,75,7_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
C,G,1,G_C1.png,training,2,11,4,low,feet,color,F,C,G,Y,75,4_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
F,Y,2,Y_F2.png,training,2,12,6,high,feet,color,F,C,G,Y,75,6_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
F,G,2,G_F2.png,training,2,13,8,high,feet,color,F,C,G,Y,75,8_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
C,Y,1,Y_C1.png,training,2,14,4,low,feet,color,F,C,G,Y,75,4_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
C,Y,2,Y_C2.png,training,2,15,1,low,feet,color,F,C,G,Y,75,1_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
C,G,2,G_C2.png,training,2,16,5,low,feet,color,F,C,G,Y,75,5_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
C,G,2,G_C2.png,training,3,17,5,low,feet,color,F,C,G,Y,75,5_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
F,G,2,G_F2.png,training,3,18,4,high,feet,color,F,C,G,Y,75,4_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
F,G,1,G_F1.png,training,3,19,5,high,feet,color,F,C,G,Y,75,5_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
C,Y,1,Y_C1.png,training,3,20,2,low,feet,color,F,C,G,Y,75,2_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
C,Y,2,Y_C2.png,training,3,21,3,low,feet,color,F,C,G,Y,75,3_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
F,Y,1,Y_F1.png,training,3,22,6,high,feet,color,F,C,G,Y,75,6_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
C,G,1,G_C1.png,training,3,23,3,low,feet,color,F,C,G,Y,75,3_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
F,Y,2,Y_F2.png,training,3,24,10,high,feet,color,F,C,G,Y,75,10_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png,Resources/Y_F2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_C2.png,Resources/G_F2.png","low,high,high,high,low,low,low,high"
