feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,G,2,G_C2.png,training,1,1,3,low,color,feet,Y,G,F,C,220,3_score.png,"Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C2.png","low,high,low,high,high,low,high,low"
F,G,1,G_F1.png,training,1,2,7,low,color,feet,Y,G,F,C,220,7_score.png,"Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C2.png","low,high,low,high,high,low,high,low"
F,G,2,G_F2.png,training,1,3,4,low,color,feet,Y,G,F,C,220,4_score.png,"Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C2.png","low,high,low,high,high,low,high,low"
C,Y,1,Y_C1.png,training,1,4,5,high,color,feet,Y,G,F,C,220,5_score.png,"Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C2.png","low,high,low,high,high,low,high,low"
F,Y,1,Y_F1.png,training,1,5,9,high,color,feet,Y,G,F,C,220,9_score.png,"Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C2.png","low,high,low,high,high,low,high,low"
C,G,1,G_C1.png,training,1,6,3,low,color,feet,Y,G,F,C,220,3_score.png,"Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C2.png","low,high,low,high,high,low,high,low"
C,Y,2,Y_C2.png,training,1,7,4,high,color,feet,Y,G,F,C,220,4_score.png,"Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C2.png","low,high,low,high,high,low,high,low"
F,Y,2,Y_F2.png,training,1,8,6,high,color,feet,Y,G,F,C,220,6_score.png,"Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C2.png","low,high,low,high,high,low,high,low"
C,G,1,G_C1.png,training,2,9,4,low,color,feet,Y,G,F,C,220,4_score.png,"Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C2.png","low,high,low,high,high,low,high,low"
C,G,2,G_C2.png,training,2,10,4,low,color,feet,Y,G,F,C,220,4_score.png,"Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C2.png","low,high,low,high,high,low,high,low"
F,G,1,G_F1.png,training,2,11,5,low,color,feet,Y,G,F,C,220,5_score.png,"Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C2.png","low,high,low,high,high,low,high,low"
F,Y,2,Y_F2.png,training,2,12,10,high,color,feet,Y,G,F,C,220,10_score.png,"Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C2.png","low,high,low,high,high,low,high,low"
C,Y,1,Y_C1.png,training,2,13,6,high,color,feet,Y,G,F,C,220,6_score.png,"Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C2.png","low,high,low,high,high,low,high,low"
F,G,2,G_F2.png,training,2,14,4,low,color,feet,Y,G,F,C,220,4_score.png,"Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C2.png","low,high,low,high,high,low,high,low"
C,Y,2,Y_C2.png,training,2,15,5,high,color,feet,Y,G,F,C,220,5_score.png,"Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C2.png","low,high,low,high,high,low,high,low"
F,Y,1,Y_F1.png,training,2,16,6,high,color,feet,Y,G,F,C,220,6_score.png,"Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C2.png","low,high,low,high,high,low,high,low"
C,G,2,G_C2.png,training,3,17,7,low,color,feet,Y,G,F,C,220,7_score.png,"Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C2.png","low,high,low,high,high,low,high,low"
F,Y,1,Y_F1.png,training,3,18,7,high,color,feet,Y,G,F,C,220,7_score.png,"Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C2.png","low,high,low,high,high,low,high,low"
F,Y,2,Y_F2.png,training,3,19,6,high,color,feet,Y,G,F,C,220,6_score.png,"Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C2.png","low,high,low,high,high,low,high,low"
C,G,1,G_C1.png,training,3,20,2,low,color,feet,Y,G,F,C,220,2_score.png,"Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C2.png","low,high,low,high,high,low,high,low"
F,G,1,G_F1.png,training,3,21,4,low,color,feet,Y,G,F,C,220,4_score.png,"Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C2.png","low,high,low,high,high,low,high,low"
F,G,2,G_F2.png,training,3,22,2,low,color,feet,Y,G,F,C,220,2_score.png,"Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C2.png","low,high,low,high,high,low,high,low"
C,Y,2,Y_C2.png,training,3,23,6,high,color,feet,Y,G,F,C,220,6_score.png,"Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C2.png","low,high,low,high,high,low,high,low"
