feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,G,1,G_F1.png,training,1,1,8,high,color,feet,G,Y,C,F,146,8_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
C,Y,1,Y_C1.png,training,1,2,7,low,color,feet,G,Y,C,F,146,7_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
F,Y,2,Y_F2.png,training,1,3,4,low,color,feet,G,Y,C,F,146,4_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
C,G,2,G_C2.png,training,1,4,8,high,color,feet,G,Y,C,F,146,8_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
C,G,1,G_C1.png,training,1,5,5,high,color,feet,G,Y,C,F,146,5_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
F,G,2,G_F2.png,training,1,6,6,high,color,feet,G,Y,C,F,146,6_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
F,Y,1,Y_F1.png,training,1,7,2,low,color,feet,G,Y,C,F,146,2_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
C,Y,2,Y_C2.png,training,1,8,3,low,color,feet,G,Y,C,F,146,3_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
C,Y,2,Y_C2.png,training,2,9,8,low,color,feet,G,Y,C,F,146,8_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
F,Y,2,Y_F2.png,training,2,10,2,low,color,feet,G,Y,C,F,146,2_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
C,Y,1,Y_C1.png,training,2,11,2,low,color,feet,G,Y,C,F,146,2_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
F,Y,1,Y_F1.png,training,2,12,3,low,color,feet,G,Y,C,F,146,3_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
C,G,1,G_C1.png,training,2,13,10,high,color,feet,G,Y,C,F,146,10_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
C,G,2,G_C2.png,training,2,14,5,high,color,feet,G,Y,C,F,146,5_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
F,G,2,G_F2.png,training,2,15,8,high,color,feet,G,Y,C,F,146,8_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
F,G,1,G_F1.png,training,2,16,7,high,color,feet,G,Y,C,F,146,7_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
C,Y,1,Y_C1.png,training,3,17,2,low,color,feet,G,Y,C,F,146,2_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
F,Y,1,Y_F1.png,training,3,18,2,low,color,feet,G,Y,C,F,146,2_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
F,Y,2,Y_F2.png,training,3,19,2,low,color,feet,G,Y,C,F,146,2_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
C,Y,2,Y_C2.png,training,3,20,4,low,color,feet,G,Y,C,F,146,4_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
C,G,1,G_C1.png,training,3,21,10,high,color,feet,G,Y,C,F,146,10_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
C,G,2,G_C2.png,training,3,22,6,high,color,feet,G,Y,C,F,146,6_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
F,G,1,G_F1.png,training,3,23,8,high,color,feet,G,Y,C,F,146,8_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
F,G,2,G_F2.png,training,3,24,8,high,color,feet,G,Y,C,F,146,8_score.png,"Resources/G_C2.png,Resources/G_F1.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png","high,high,low,low,high,low,high,low"
