feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
C,G,1,G_C1.png,training,1,1,3,low,feet,color,F,C,G,Y,163,3_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
C,Y,2,Y_C2.png,training,1,2,4,low,feet,color,F,C,G,Y,163,4_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
C,Y,1,Y_C1.png,training,1,3,2,low,feet,color,F,C,G,Y,163,2_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
F,Y,1,Y_F1.png,training,1,4,6,high,feet,color,F,C,G,Y,163,6_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
F,G,2,G_F2.png,training,1,5,7,high,feet,color,F,C,G,Y,163,7_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
F,Y,2,Y_F2.png,training,1,6,3,high,feet,color,F,C,G,Y,163,3_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
C,G,2,G_C2.png,training,1,7,5,low,feet,color,F,C,G,Y,163,5_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
F,G,1,G_F1.png,training,1,8,9,high,feet,color,F,C,G,Y,163,9_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
F,Y,1,Y_F1.png,training,2,9,6,high,feet,color,F,C,G,Y,163,6_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
C,G,2,G_C2.png,training,2,10,5,low,feet,color,F,C,G,Y,163,5_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
C,Y,2,Y_C2.png,training,2,11,5,low,feet,color,F,C,G,Y,163,5_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
C,G,1,G_C1.png,training,2,12,4,low,feet,color,F,C,G,Y,163,4_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
F,G,1,G_F1.png,training,2,13,8,high,feet,color,F,C,G,Y,163,8_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
F,G,2,G_F2.png,training,2,14,9,high,feet,color,F,C,G,Y,163,9_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
F,Y,2,Y_F2.png,training,2,15,6,high,feet,color,F,C,G,Y,163,6_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
C,Y,1,Y_C1.png,training,2,16,4,low,feet,color,F,C,G,Y,163,4_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
F,G,1,G_F1.png,training,3,17,6,high,feet,color,F,C,G,Y,163,6_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
C,G,1,G_C1.png,training,3,18,5,low,feet,color,F,C,G,Y,163,5_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
F,Y,2,Y_F2.png,training,3,19,6,high,feet,color,F,C,G,Y,163,6_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
C,G,2,G_C2.png,training,3,20,3,low,feet,color,F,C,G,Y,163,3_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
F,Y,1,Y_F1.png,training,3,21,9,high,feet,color,F,C,G,Y,163,9_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
C,Y,1,Y_C1.png,training,3,22,3,low,feet,color,F,C,G,Y,163,3_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
F,G,2,G_F2.png,training,3,23,10,high,feet,color,F,C,G,Y,163,10_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
C,Y,2,Y_C2.png,training,3,24,6,low,feet,color,F,C,G,Y,163,6_score.png,"Resources/G_F1.png,Resources/Y_F1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_C2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/G_C2.png","high,high,high,high,low,low,low,low"
