feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,1,Y_F1.png,training,1,1,5,low,feet,color,C,F,Y,G,45,5_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png","low,high,low,high,high,high,low,low"
F,Y,2,Y_F2.png,training,1,2,3,low,feet,color,C,F,Y,G,45,3_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png","low,high,low,high,high,high,low,low"
C,G,2,G_C2.png,training,1,3,6,high,feet,color,C,F,Y,G,45,6_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png","low,high,low,high,high,high,low,low"
C,Y,1,Y_C1.png,training,1,4,8,high,feet,color,C,F,Y,G,45,8_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png","low,high,low,high,high,high,low,low"
F,G,1,G_F1.png,training,1,5,4,low,feet,color,C,F,Y,G,45,4_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png","low,high,low,high,high,high,low,low"
C,Y,2,Y_C2.png,training,1,6,9,high,feet,color,C,F,Y,G,45,9_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png","low,high,low,high,high,high,low,low"
F,G,2,G_F2.png,training,1,7,3,low,feet,color,C,F,Y,G,45,3_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png","low,high,low,high,high,high,low,low"
C,G,1,G_C1.png,training,1,8,7,high,feet,color,C,F,Y,G,45,7_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png","low,high,low,high,high,high,low,low"
F,G,2,G_F2.png,training,2,9,3,low,feet,color,C,F,Y,G,45,3_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png","low,high,low,high,high,high,low,low"
F,Y,2,Y_F2.png,training,2,10,3,low,feet,color,C,F,Y,G,45,3_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png","low,high,low,high,high,high,low,low"
C,G,2,G_C2.png,training,2,11,7,high,feet,color,C,F,Y,G,45,7_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png","low,high,low,high,high,high,low,low"
C,Y,1,Y_C1.png,training,2,12,10,high,feet,color,C,F,Y,G,45,10_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png","low,high,low,high,high,high,low,low"
C,Y,2,Y_C2.png,training,2,13,10,high,feet,color,C,F,Y,G,45,10_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png","low,high,low,high,high,high,low,low"
F,G,1,G_F1.png,training,2,14,5,low,feet,color,C,F,Y,G,45,5_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png","low,high,low,high,high,high,low,low"
C,G,1,G_C1.png,training,2,15,9,high,feet,color,C,F,Y,G,45,9_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png","low,high,low,high,high,high,low,low"
F,Y,1,Y_F1.png,training,2,16,5,low,feet,color,C,F,Y,G,45,5_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png","low,high,low,high,high,high,low,low"
F,Y,1,Y_F1.png,training,3,17,4,low,feet,color,C,F,Y,G,45,4_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png","low,high,low,high,high,high,low,low"
F,G,2,G_F2.png,training,3,18,1,low,feet,color,C,F,Y,G,45,1_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png","low,high,low,high,high,high,low,low"
C,Y,1,Y_C1.png,training,3,19,7,high,feet,color,C,F,Y,G,45,7_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png","low,high,low,high,high,high,low,low"
C,G,1,G_C1.png,training,3,20,8,high,feet,color,C,F,Y,G,45,8_score.png,"Resources/Y_F2.png,Resources/G_C2.png,Resources/G_F2.png,Resources/G_C1.png,Resources/Y_C1.png,Resources/Y_C2.png,Resources/Y_F1.png,Resources/G_F1.png","low,high,low,high,high,high,low,low"
