feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,G,2,G_F2.png,training,1,1,2,low,color,feet,Y,G,C,F,164,2_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F1.png","low,low,high,high,high,high,low,low"
F,G,1,G_F1.png,training,1,2,3,low,color,feet,Y,G,C,F,164,3_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F1.png","low,low,high,high,high,high,low,low"
F,Y,2,Y_F2.png,training,1,3,7,high,color,feet,Y,G,C,F,164,7_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F1.png","low,low,high,high,high,high,low,low"
C,Y,1,Y_C1.png,training,1,4,10,high,color,feet,Y,G,C,F,164,10_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F1.png","low,low,high,high,high,high,low,low"
C,Y,2,Y_C2.png,training,1,5,6,high,color,feet,Y,G,C,F,164,6_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F1.png","low,low,high,high,high,high,low,low"
C,G,2,G_C2.png,training,1,6,5,low,color,feet,Y,G,C,F,164,5_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F1.png","low,low,high,high,high,high,low,low"
C,G,1,G_C1.png,training,1,7,2,low,color,feet,Y,G,C,F,164,2_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F1.png","low,low,high,high,high,high,low,low"
F,Y,1,Y_F1.png,training,1,8,9,high,color,feet,Y,G,C,F,164,9_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F1.png","low,low,high,high,high,high,low,low"
F,Y,1,Y_F1.png,training,2,9,5,high,color,feet,Y,G,C,F,164,5_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F1.png","low,low,high,high,high,high,low,low"
F,G,1,G_F1.png,training,2,10,5,low,color,feet,Y,G,C,F,164,5_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F1.png","low,low,high,high,high,high,low,low"
F,G,2,G_F2.png,training,2,11,5,low,color,feet,Y,G,C,F,164,5_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F1.png","low,low,high,high,high,high,low,low"
C,Y,1,Y_C1.png,training,2,12,7,high,color,feet,Y,G,C,F,164,7_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F1.png","low,low,high,high,high,high,low,low"
C,G,2,G_C2.png,training,2,13,4,low,color,feet,Y,G,C,F,164,4_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F1.png","low,low,high,high,high,high,low,low"
F,Y,2,Y_F2.png,training,2,14,6,high,color,feet,Y,G,C,F,164,6_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F1.png","low,low,high,high,high,high,low,low"
C,G,1,G_C1.png,training,2,15,1,low,color,feet,Y,G,C,F,164,1_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F1.png","low,low,high,high,high,high,low,low"
C,Y,2,Y_C2.png,training,2,16,9,high,color,feet,Y,G,C,F,164,9_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F1.png","low,low,high,high,high,high,low,low"
F,Y,2,Y_F2.png,training,3,17,7,high,color,feet,Y,G,C,F,164,7_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F1.png","low,low,high,high,high,high,low,low"
F,G,1,G_F1.png,training,3,18,3,low,color,feet,Y,G,C,F,164,3_score.png,"Resources/G_C2.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/Y_C2.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F1.png","low,low,high,high,high,high,low,low"
