feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,color_high,color_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,1,Y_F1.png,training,1,1,10,high,feet,color,F,C,Y,G,135,10_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/G_C1.png","low,high,high,high,low,low,high,low"
C,Y,1,Y_C1.png,training,1,2,4,low,feet,color,F,C,Y,G,135,4_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/G_C1.png","low,high,high,high,low,low,high,low"
F,G,2,G_F2.png,training,1,3,7,high,feet,color,F,C,Y,G,135,7_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/G_C1.png","low,high,high,high,low,low,high,low"
C,G,2,G_C2.png,training,1,4,4,low,feet,color,F,C,Y,G,135,4_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/G_C1.png","low,high,high,high,low,low,high,low"
C,Y,2,Y_C2.png,training,1,5,2,low,feet,color,F,C,Y,G,135,2_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/G_C1.png","low,high,high,high,low,low,high,low"
F,Y,2,Y_F2.png,training,1,6,9,high,feet,color,F,C,Y,G,135,9_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/G_C1.png","low,high,high,high,low,low,high,low"
C,G,1,G_C1.png,training,1,7,2,low,feet,color,F,C,Y,G,135,2_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/G_C1.png","low,high,high,high,low,low,high,low"
F,G,1,G_F1.png,training,1,8,8,high,feet,color,F,C,Y,G,135,8_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/G_C1.png","low,high,high,high,low,low,high,low"
C,Y,1,Y_C1.png,training,2,9,1,low,feet,color,F,C,Y,G,135,1_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/G_C1.png","low,high,high,high,low,low,high,low"
C,Y,2,Y_C2.png,training,2,10,5,low,feet,color,F,C,Y,G,135,5_score.png,"Resources/Y_C2.png,Resources/Y_F1.png,Resources/Y_F2.png,Resources/G_F2.png,Resources/G_C2.png,Resources/Y_C1.png,Resources/G_F1.png,Resources/G_C1.png","low,high,high,high,low,low,high,low"
