feet,color,variant,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,Y,1,Y_F1.png,training,1,1,6,high,color,feet,Y,G,F,C,68,6_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
F,G,1,G_F1.png,training,1,2,4,low,color,feet,Y,G,F,C,68,4_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
F,Y,2,Y_F2.png,training,1,3,8,high,color,feet,Y,G,F,C,68,8_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
C,G,2,G_C2.png,training,1,4,5,low,color,feet,Y,G,F,C,68,5_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
C,Y,2,Y_C2.png,training,1,5,3,high,color,feet,Y,G,F,C,68,3_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
F,G,2,G_F2.png,training,1,6,5,low,color,feet,Y,G,F,C,68,5_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
C,G,1,G_C1.png,training,1,7,1,low,color,feet,Y,G,F,C,68,1_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
C,Y,1,Y_C1.png,training,1,8,5,high,color,feet,Y,G,F,C,68,5_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
F,G,1,G_F1.png,training,2,9,5,low,color,feet,Y,G,F,C,68,5_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
C,Y,1,Y_C1.png,training,2,10,9,high,color,feet,Y,G,F,C,68,9_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
C,G,2,G_C2.png,training,2,11,1,low,color,feet,Y,G,F,C,68,1_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
F,Y,1,Y_F1.png,training,2,12,5,high,color,feet,Y,G,F,C,68,5_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
F,Y,2,Y_F2.png,training,2,13,7,high,color,feet,Y,G,F,C,68,7_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
C,G,1,G_C1.png,training,2,14,4,low,color,feet,Y,G,F,C,68,4_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
C,Y,2,Y_C2.png,training,2,15,8,high,color,feet,Y,G,F,C,68,8_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
F,G,2,G_F2.png,training,2,16,3,low,color,feet,Y,G,F,C,68,3_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
F,G,2,G_F2.png,training,3,17,3,low,color,feet,Y,G,F,C,68,3_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
C,Y,1,Y_C1.png,training,3,18,8,high,color,feet,Y,G,F,C,68,8_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
C,G,2,G_C2.png,training,3,19,2,low,color,feet,Y,G,F,C,68,2_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
C,G,1,G_C1.png,training,3,20,4,low,color,feet,Y,G,F,C,68,4_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
F,Y,2,Y_F2.png,training,3,21,7,high,color,feet,Y,G,F,C,68,7_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
F,Y,1,Y_F1.png,training,3,22,9,high,color,feet,Y,G,F,C,68,9_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
C,Y,2,Y_C2.png,training,3,23,7,high,color,feet,Y,G,F,C,68,7_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
F,G,1,G_F1.png,training,3,24,3,low,color,feet,Y,G,F,C,68,3_score.png,"Resources/Y_C2.png,Resources/G_F1.png,Resources/Y_C1.png,Resources/G_C1.png,Resources/G_F2.png,Resources/Y_F2.png,Resources/Y_F1.png,Resources/G_C2.png","high,low,high,low,low,high,high,low"
