tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,shape_high,shape_low,tail_high,tail_low,tail_rel,color_rel,shape_rel,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
T,B,C,T_B_C.png,training,2,11,5,high,shape,tail,color,C,S,T,N,H2,I1,H1,B,Y,20,5_food.png,"Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","high,medium,low,low,medium,high,medium,medium"
N,B,S,N_B_S.png,training,2,12,2,low,shape,tail,color,C,S,T,N,L2,I1,L1,B,Y,20,2_food.png,"Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","high,medium,low,low,medium,high,medium,medium"
T,B,S,T_B_S.png,training,2,13,5,medium,shape,tail,color,C,S,T,N,H2,I1,L1,B,Y,20,5_food.png,"Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","high,medium,low,low,medium,high,medium,medium"
N,B,C,N_B_C.png,training,2,14,6,medium,shape,tail,color,C,S,T,N,L2,I1,H1,B,Y,20,6_food.png,"Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","high,medium,low,low,medium,high,medium,medium"
N,Y,S,N_Y_S.png,training,2,15,3,low,shape,tail,color,C,S,T,N,L2,I2,L1,B,Y,20,3_food.png,"Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","high,medium,low,low,medium,high,medium,medium"
T,Y,C,T_Y_C.png,training,2,16,6,high,shape,tail,color,C,S,T,N,H2,I2,H1,B,Y,20,6_food.png,"Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","high,medium,low,low,medium,high,medium,medium"
T,Y,S,T_Y_S.png,training,3,17,6,medium,shape,tail,color,C,S,T,N,H2,I2,L1,B,Y,20,6_food.png,"Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","high,medium,low,low,medium,high,medium,medium"
T,B,S,T_B_S.png,training,3,18,6,medium,shape,tail,color,C,S,T,N,H2,I1,L1,B,Y,20,6_food.png,"Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","high,medium,low,low,medium,high,medium,medium"
N,B,C,N_B_C.png,training,3,19,7,medium,shape,tail,color,C,S,T,N,L2,I1,H1,B,Y,20,7_food.png,"Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","high,medium,low,low,medium,high,medium,medium"
T,B,C,T_B_C.png,training,3,20,7,high,shape,tail,color,C,S,T,N,H2,I1,H1,B,Y,20,7_food.png,"Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","high,medium,low,low,medium,high,medium,medium"
N,Y,C,N_Y_C.png,training,3,21,5,medium,shape,tail,color,C,S,T,N,L2,I2,H1,B,Y,20,5_food.png,"Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","high,medium,low,low,medium,high,medium,medium"
N,Y,S,N_Y_S.png,training,3,22,3,low,shape,tail,color,C,S,T,N,L2,I2,L1,B,Y,20,3_food.png,"Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","high,medium,low,low,medium,high,medium,medium"
T,Y,C,T_Y_C.png,training,3,23,7,high,shape,tail,color,C,S,T,N,H2,I2,H1,B,Y,20,7_food.png,"Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","high,medium,low,low,medium,high,medium,medium"
N,B,S,N_B_S.png,training,3,24,3,low,shape,tail,color,C,S,T,N,L2,I1,L1,B,Y,20,3_food.png,"Resources/T_Y_C.png,Resources/T_Y_S.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_B_S.png","high,medium,low,low,medium,high,medium,medium"
