tail,color,shape,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,shape_high,shape_low,color_high,color_low,tail_rel,color_rel,shape_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
N,Y,S,N_Y_S.png,training,1,1,3,medium,shape,color,tail,S,C,B,Y,I1,L2,H1,N,T,12,3_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png","high,low,medium,medium,medium,medium,low,high"
T,B,S,T_B_S.png,training,1,2,6,high,shape,color,tail,S,C,B,Y,I2,H2,H1,N,T,12,6_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png","high,low,medium,medium,medium,medium,low,high"
N,Y,C,N_Y_C.png,training,1,3,3,low,shape,color,tail,S,C,B,Y,I1,L2,L1,N,T,12,3_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png","high,low,medium,medium,medium,medium,low,high"
T,Y,S,T_Y_S.png,training,1,4,5,medium,shape,color,tail,S,C,B,Y,I2,L2,H1,N,T,12,5_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png","high,low,medium,medium,medium,medium,low,high"
T,Y,C,T_Y_C.png,training,1,5,1,low,shape,color,tail,S,C,B,Y,I2,L2,L1,N,T,12,1_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png","high,low,medium,medium,medium,medium,low,high"
N,B,S,N_B_S.png,training,1,6,4,high,shape,color,tail,S,C,B,Y,I1,H2,H1,N,T,12,4_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png","high,low,medium,medium,medium,medium,low,high"
N,B,C,N_B_C.png,training,1,7,5,medium,shape,color,tail,S,C,B,Y,I1,H2,L1,N,T,12,5_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png","high,low,medium,medium,medium,medium,low,high"
T,B,C,T_B_C.png,training,1,8,4,medium,shape,color,tail,S,C,B,Y,I2,H2,L1,N,T,12,4_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png","high,low,medium,medium,medium,medium,low,high"
N,Y,C,N_Y_C.png,training,2,9,2,low,shape,color,tail,S,C,B,Y,I1,L2,L1,N,T,12,2_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png","high,low,medium,medium,medium,medium,low,high"
N,B,S,N_B_S.png,training,2,10,6,high,shape,color,tail,S,C,B,Y,I1,H2,H1,N,T,12,6_food.png,"Resources/N_B_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_Y_C.png,Resources/T_B_S.png","high,low,medium,medium,medium,medium,low,high"
