wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,B,N_B.png,training,1,1,3,low,wing,color,T,N,Y,B,205,3_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_Y_S.png","high,high,high,high,low,low,low,low"
T,Y,T_Y.png,training,1,2,4,high,wing,color,T,N,Y,B,205,4_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_Y_S.png","high,high,high,high,low,low,low,low"
T,B,T_B.png,training,1,3,3,high,wing,color,T,N,Y,B,205,3_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_Y_S.png","high,high,high,high,low,low,low,low"
N,Y,N_Y.png,training,1,4,2,low,wing,color,T,N,Y,B,205,2_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_Y_S.png","high,high,high,high,low,low,low,low"
N,Y,N_Y.png,training,2,5,3,low,wing,color,T,N,Y,B,205,3_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_Y_S.png","high,high,high,high,low,low,low,low"
N,B,N_B.png,training,2,6,1,low,wing,color,T,N,Y,B,205,1_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_Y_S.png","high,high,high,high,low,low,low,low"
T,B,T_B.png,training,2,7,5,high,wing,color,T,N,Y,B,205,5_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_Y_S.png","high,high,high,high,low,low,low,low"
T,Y,T_Y.png,training,2,8,5,high,wing,color,T,N,Y,B,205,5_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_Y_S.png","high,high,high,high,low,low,low,low"
N,B,N_B.png,training,3,9,1,low,wing,color,T,N,Y,B,205,1_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_Y_S.png","high,high,high,high,low,low,low,low"
T,B,T_B.png,training,3,10,5,high,wing,color,T,N,Y,B,205,5_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_Y_S.png","high,high,high,high,low,low,low,low"
N,Y,N_Y.png,training,3,11,2,low,wing,color,T,N,Y,B,205,2_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_Y_S.png","high,high,high,high,low,low,low,low"
T,Y,T_Y.png,training,3,12,5,high,wing,color,T,N,Y,B,205,5_food.png,"Resources/T_B_S.png,Resources/T_Y_C.png,Resources/T_B_C.png,Resources/T_Y_S.png,Resources/N_B_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/N_Y_S.png","high,high,high,high,low,low,low,low"
