wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,color_high,color_low,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
N,Y,N_Y.png,training,1,1,4,high,color,wing,Y,B,T,N,68,4_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/N_B_S.png","low,high,high,low,low,high,high,low"
N,B,N_B.png,training,1,2,1,low,color,wing,Y,B,T,N,68,1_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/N_B_S.png","low,high,high,low,low,high,high,low"
T,B,T_B.png,training,1,3,2,low,color,wing,Y,B,T,N,68,2_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/N_B_S.png","low,high,high,low,low,high,high,low"
T,Y,T_Y.png,training,1,4,5,high,color,wing,Y,B,T,N,68,5_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/N_B_S.png","low,high,high,low,low,high,high,low"
N,B,N_B.png,training,2,5,1,low,color,wing,Y,B,T,N,68,1_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/N_B_S.png","low,high,high,low,low,high,high,low"
N,Y,N_Y.png,training,2,6,6,high,color,wing,Y,B,T,N,68,6_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/N_B_S.png","low,high,high,low,low,high,high,low"
T,Y,T_Y.png,training,2,7,7,high,color,wing,Y,B,T,N,68,7_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/N_B_S.png","low,high,high,low,low,high,high,low"
T,B,T_B.png,training,2,8,1,low,color,wing,Y,B,T,N,68,1_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/N_B_S.png","low,high,high,low,low,high,high,low"
T,B,T_B.png,training,3,9,1,low,color,wing,Y,B,T,N,68,1_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/N_B_S.png","low,high,high,low,low,high,high,low"
N,Y,N_Y.png,training,3,10,4,high,color,wing,Y,B,T,N,68,4_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/N_B_S.png","low,high,high,low,low,high,high,low"
N,B,N_B.png,training,3,11,2,low,color,wing,Y,B,T,N,68,2_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/N_B_S.png","low,high,high,low,low,high,high,low"
T,Y,T_Y.png,training,3,12,6,high,color,wing,Y,B,T,N,68,6_food.png,"Resources/T_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_C.png,Resources/T_B_S.png,Resources/N_Y_C.png,Resources/N_Y_S.png,Resources/N_B_S.png","low,high,high,low,low,high,high,low"
