wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,tail_high,tail_low,wing_rel,color_rel,tail_rel,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
N,B,C,N_B_C.png,training,1,1,5,medium,color,tail,wing,B,Y,S,C,I2,H1,L2,N,T,212,5_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
T,Y,S,T_Y_S.png,training,1,2,5,medium,color,tail,wing,B,Y,S,C,I1,L1,H2,N,T,212,5_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
N,Y,S,N_Y_S.png,training,1,3,4,medium,color,tail,wing,B,Y,S,C,I2,L1,H2,N,T,212,4_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
T,Y,C,T_Y_C.png,training,1,4,2,low,color,tail,wing,B,Y,S,C,I1,L1,L2,N,T,212,2_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
N,B,S,N_B_S.png,training,1,5,7,high,color,tail,wing,B,Y,S,C,I2,H1,H2,N,T,212,7_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
N,Y,C,N_Y_C.png,training,1,6,3,low,color,tail,wing,B,Y,S,C,I2,L1,L2,N,T,212,3_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
T,B,S,T_B_S.png,training,1,7,7,high,color,tail,wing,B,Y,S,C,I1,H1,H2,N,T,212,7_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
T,B,C,T_B_C.png,training,1,8,5,medium,color,tail,wing,B,Y,S,C,I1,H1,L2,N,T,212,5_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
N,Y,S,N_Y_S.png,training,2,9,6,medium,color,tail,wing,B,Y,S,C,I2,L1,H2,N,T,212,6_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
T,B,C,T_B_C.png,training,2,10,4,medium,color,tail,wing,B,Y,S,C,I1,H1,L2,N,T,212,4_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
T,Y,C,T_Y_C.png,training,2,11,2,low,color,tail,wing,B,Y,S,C,I1,L1,L2,N,T,212,2_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
N,B,S,N_B_S.png,training,2,12,8,high,color,tail,wing,B,Y,S,C,I2,H1,H2,N,T,212,8_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
N,Y,C,N_Y_C.png,training,2,13,3,low,color,tail,wing,B,Y,S,C,I2,L1,L2,N,T,212,3_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
N,B,C,N_B_C.png,training,2,14,4,medium,color,tail,wing,B,Y,S,C,I2,H1,L2,N,T,212,4_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
T,Y,S,T_Y_S.png,training,2,15,6,medium,color,tail,wing,B,Y,S,C,I1,L1,H2,N,T,212,6_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
T,B,S,T_B_S.png,training,2,16,6,high,color,tail,wing,B,Y,S,C,I1,H1,H2,N,T,212,6_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
T,B,S,T_B_S.png,training,3,17,7,high,color,tail,wing,B,Y,S,C,I1,H1,H2,N,T,212,7_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
N,B,S,N_B_S.png,training,3,18,7,high,color,tail,wing,B,Y,S,C,I2,H1,H2,N,T,212,7_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
T,Y,C,T_Y_C.png,training,3,19,3,low,color,tail,wing,B,Y,S,C,I1,L1,L2,N,T,212,3_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
N,Y,S,N_Y_S.png,training,3,20,7,medium,color,tail,wing,B,Y,S,C,I2,L1,H2,N,T,212,7_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
T,B,C,T_B_C.png,training,3,21,3,medium,color,tail,wing,B,Y,S,C,I1,H1,L2,N,T,212,3_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
N,B,C,N_B_C.png,training,3,22,5,medium,color,tail,wing,B,Y,S,C,I2,H1,L2,N,T,212,5_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
T,Y,S,T_Y_S.png,training,3,23,4,medium,color,tail,wing,B,Y,S,C,I1,L1,H2,N,T,212,4_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
N,Y,C,N_Y_C.png,training,3,24,2,low,color,tail,wing,B,Y,S,C,I2,L1,L2,N,T,212,2_food.png,"Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/N_B_S.png,Resources/T_B_S.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png","low,medium,medium,high,high,medium,medium,low"
