wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,color_high,color_low,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
T,B,T_B.png,training,1,1,2,low,color,wing,Y,B,N,T,72,2_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","low,high,high,low,high,high,low,low"
T,Y,T_Y.png,training,1,2,5,high,color,wing,Y,B,N,T,72,5_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","low,high,high,low,high,high,low,low"
N,B,N_B.png,training,1,3,1,low,color,wing,Y,B,N,T,72,1_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","low,high,high,low,high,high,low,low"
N,Y,N_Y.png,training,1,4,7,high,color,wing,Y,B,N,T,72,7_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","low,high,high,low,high,high,low,low"
N,B,N_B.png,training,2,5,3,low,color,wing,Y,B,N,T,72,3_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","low,high,high,low,high,high,low,low"
T,Y,T_Y.png,training,2,6,3,high,color,wing,Y,B,N,T,72,3_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","low,high,high,low,high,high,low,low"
N,Y,N_Y.png,training,2,7,5,high,color,wing,Y,B,N,T,72,5_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","low,high,high,low,high,high,low,low"
T,B,T_B.png,training,2,8,1,low,color,wing,Y,B,N,T,72,1_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","low,high,high,low,high,high,low,low"
N,Y,N_Y.png,training,3,9,7,high,color,wing,Y,B,N,T,72,7_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","low,high,high,low,high,high,low,low"
N,B,N_B.png,training,3,10,2,low,color,wing,Y,B,N,T,72,2_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","low,high,high,low,high,high,low,low"
T,Y,T_Y.png,training,3,11,5,high,color,wing,Y,B,N,T,72,5_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","low,high,high,low,high,high,low,low"
T,B,T_B.png,training,3,12,1,low,color,wing,Y,B,N,T,72,1_food.png,"Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/T_B_C.png","low,high,high,low,high,high,low,low"
