wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,B,N_B.png,training,1,1,1,low,wing,color,T,N,Y,B,149,1_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,high,high,low,low,low,high,high"
T,B,T_B.png,training,1,2,4,high,wing,color,T,N,Y,B,149,4_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,high,high,low,low,low,high,high"
N,Y,N_Y.png,training,1,3,2,low,wing,color,T,N,Y,B,149,2_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,high,high,low,low,low,high,high"
T,Y,T_Y.png,training,1,4,6,high,wing,color,T,N,Y,B,149,6_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,high,high,low,low,low,high,high"
T,B,T_B.png,training,2,5,6,high,wing,color,T,N,Y,B,149,6_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,high,high,low,low,low,high,high"
T,Y,T_Y.png,training,2,6,4,high,wing,color,T,N,Y,B,149,4_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,high,high,low,low,low,high,high"
N,B,N_B.png,training,2,7,2,low,wing,color,T,N,Y,B,149,2_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,high,high,low,low,low,high,high"
N,Y,N_Y.png,training,2,8,2,low,wing,color,T,N,Y,B,149,2_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,high,high,low,low,low,high,high"
N,Y,N_Y.png,training,3,9,2,low,wing,color,T,N,Y,B,149,2_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,high,high,low,low,low,high,high"
T,Y,T_Y.png,training,3,10,6,high,wing,color,T,N,Y,B,149,6_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,high,high,low,low,low,high,high"
T,B,T_B.png,training,3,11,5,high,wing,color,T,N,Y,B,149,5_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,high,high,low,low,low,high,high"
N,B,N_B.png,training,3,12,1,low,wing,color,T,N,Y,B,149,1_food.png,"Resources/N_B_S.png,Resources/T_Y_S.png,Resources/T_B_S.png,Resources/N_Y_S.png,Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_Y_C.png,Resources/T_B_C.png","low,high,high,low,low,low,high,high"
