wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,B,N_B.png,training,1,1,1,low,wing,color,T,N,Y,B,97,1_food.png,"Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png","low,low,low,low,high,high,high,high"
N,Y,N_Y.png,training,1,2,3,low,wing,color,T,N,Y,B,97,3_food.png,"Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png","low,low,low,low,high,high,high,high"
T,Y,T_Y.png,training,1,3,7,high,wing,color,T,N,Y,B,97,7_food.png,"Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png","low,low,low,low,high,high,high,high"
T,B,T_B.png,training,1,4,6,high,wing,color,T,N,Y,B,97,6_food.png,"Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png","low,low,low,low,high,high,high,high"
N,Y,N_Y.png,training,2,5,5,low,wing,color,T,N,Y,B,97,5_food.png,"Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png","low,low,low,low,high,high,high,high"
T,Y,T_Y.png,training,2,6,9,high,wing,color,T,N,Y,B,97,9_food.png,"Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png","low,low,low,low,high,high,high,high"
T,B,T_B.png,training,2,7,7,high,wing,color,T,N,Y,B,97,7_food.png,"Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png","low,low,low,low,high,high,high,high"
N,B,N_B.png,training,2,8,3,low,wing,color,T,N,Y,B,97,3_food.png,"Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png","low,low,low,low,high,high,high,high"
T,B,T_B.png,training,3,9,8,high,wing,color,T,N,Y,B,97,8_food.png,"Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png","low,low,low,low,high,high,high,high"
T,Y,T_Y.png,training,3,10,8,high,wing,color,T,N,Y,B,97,8_food.png,"Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png","low,low,low,low,high,high,high,high"
N,Y,N_Y.png,training,3,11,3,low,wing,color,T,N,Y,B,97,3_food.png,"Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png","low,low,low,low,high,high,high,high"
N,B,N_B.png,training,3,12,3,low,wing,color,T,N,Y,B,97,3_food.png,"Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png","low,low,low,low,high,high,high,high"
