wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
T,Y,T_Y.png,training,1,1,7,high,wing,color,T,N,B,Y,133,7_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png","high,high,high,low,low,low,low,high"
N,Y,N_Y.png,training,1,2,4,low,wing,color,T,N,B,Y,133,4_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png","high,high,high,low,low,low,low,high"
N,B,N_B.png,training,1,3,3,low,wing,color,T,N,B,Y,133,3_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png","high,high,high,low,low,low,low,high"
T,B,T_B.png,training,1,4,9,high,wing,color,T,N,B,Y,133,9_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png","high,high,high,low,low,low,low,high"
T,Y,T_Y.png,training,2,5,4,high,wing,color,T,N,B,Y,133,4_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png","high,high,high,low,low,low,low,high"
N,Y,N_Y.png,training,2,6,2,low,wing,color,T,N,B,Y,133,2_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png","high,high,high,low,low,low,low,high"
T,B,T_B.png,training,2,7,9,high,wing,color,T,N,B,Y,133,9_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png","high,high,high,low,low,low,low,high"
N,B,N_B.png,training,2,8,3,low,wing,color,T,N,B,Y,133,3_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png","high,high,high,low,low,low,low,high"
T,Y,T_Y.png,training,3,9,9,high,wing,color,T,N,B,Y,133,9_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png","high,high,high,low,low,low,low,high"
T,B,T_B.png,training,3,10,7,high,wing,color,T,N,B,Y,133,7_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png","high,high,high,low,low,low,low,high"
N,B,N_B.png,training,3,11,3,low,wing,color,T,N,B,Y,133,3_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png","high,high,high,low,low,low,low,high"
N,Y,N_Y.png,training,3,12,4,low,wing,color,T,N,B,Y,133,4_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png","high,high,high,low,low,low,low,high"
