wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
T,B,T_B.png,training,1,1,5,low,wing,color,N,T,Y,B,215,5_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png","low,high,high,low,low,high,low,high"
T,Y,T_Y.png,training,1,2,9,low,wing,color,N,T,Y,B,215,9_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png","low,high,high,low,low,high,low,high"
N,B,N_B.png,training,1,3,6,high,wing,color,N,T,Y,B,215,6_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png","low,high,high,low,low,high,low,high"
N,Y,N_Y.png,training,1,4,10,high,wing,color,N,T,Y,B,215,10_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png","low,high,high,low,low,high,low,high"
N,Y,N_Y.png,training,2,5,7,high,wing,color,N,T,Y,B,215,7_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png","low,high,high,low,low,high,low,high"
T,B,T_B.png,training,2,6,5,low,wing,color,N,T,Y,B,215,5_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png","low,high,high,low,low,high,low,high"
T,Y,T_Y.png,training,2,7,3,low,wing,color,N,T,Y,B,215,3_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png","low,high,high,low,low,high,low,high"
N,B,N_B.png,training,2,8,9,high,wing,color,N,T,Y,B,215,9_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png","low,high,high,low,low,high,low,high"
T,Y,T_Y.png,training,3,9,3,low,wing,color,N,T,Y,B,215,3_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png","low,high,high,low,low,high,low,high"
N,Y,N_Y.png,training,3,10,7,high,wing,color,N,T,Y,B,215,7_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png","low,high,high,low,low,high,low,high"
T,B,T_B.png,training,3,11,1,low,wing,color,N,T,Y,B,215,1_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png","low,high,high,low,low,high,low,high"
N,B,N_B.png,training,3,12,7,high,wing,color,N,T,Y,B,215,7_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png","low,high,high,low,low,high,low,high"
