wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,B,N_B.png,training,1,1,8,high,wing,color,N,T,B,Y,55,8_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
N,Y,N_Y.png,training,1,2,7,high,wing,color,N,T,B,Y,55,7_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
T,B,T_B.png,training,1,3,2,low,wing,color,N,T,B,Y,55,2_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
T,Y,T_Y.png,training,1,4,2,low,wing,color,N,T,B,Y,55,2_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
T,Y,T_Y.png,training,2,5,1,low,wing,color,N,T,B,Y,55,1_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
T,B,T_B.png,training,2,6,3,low,wing,color,N,T,B,Y,55,3_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
N,B,N_B.png,training,2,7,9,high,wing,color,N,T,B,Y,55,9_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
N,Y,N_Y.png,training,2,8,10,high,wing,color,N,T,B,Y,55,10_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
T,Y,T_Y.png,training,3,9,2,low,wing,color,N,T,B,Y,55,2_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
T,B,T_B.png,training,3,10,4,low,wing,color,N,T,B,Y,55,4_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
N,Y,N_Y.png,training,3,11,6,high,wing,color,N,T,B,Y,55,6_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
N,B,N_B.png,training,3,12,9,high,wing,color,N,T,B,Y,55,9_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
