wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,B,N_B.png,training,1,1,9,high,wing,color,N,T,B,Y,27,9_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,low,high,high,high,high,low,low"
T,Y,T_Y.png,training,1,2,4,low,wing,color,N,T,B,Y,27,4_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,low,high,high,high,high,low,low"
N,Y,N_Y.png,training,1,3,8,high,wing,color,N,T,B,Y,27,8_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,low,high,high,high,high,low,low"
T,B,T_B.png,training,1,4,4,low,wing,color,N,T,B,Y,27,4_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,low,high,high,high,high,low,low"
T,Y,T_Y.png,training,2,5,1,low,wing,color,N,T,B,Y,27,1_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,low,high,high,high,high,low,low"
T,B,T_B.png,training,2,6,2,low,wing,color,N,T,B,Y,27,2_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,low,high,high,high,high,low,low"
N,Y,N_Y.png,training,2,7,8,high,wing,color,N,T,B,Y,27,8_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,low,high,high,high,high,low,low"
N,B,N_B.png,training,2,8,10,high,wing,color,N,T,B,Y,27,10_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,low,high,high,high,high,low,low"
N,B,N_B.png,training,3,9,9,high,wing,color,N,T,B,Y,27,9_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,low,high,high,high,high,low,low"
T,B,T_B.png,training,3,10,2,low,wing,color,N,T,B,Y,27,2_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,low,high,high,high,high,low,low"
N,Y,N_Y.png,training,3,11,9,high,wing,color,N,T,B,Y,27,9_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,low,high,high,high,high,low,low"
T,Y,T_Y.png,training,3,12,1,low,wing,color,N,T,B,Y,27,1_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,low,high,high,high,high,low,low"
