wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
T,B,T_B.png,training,1,1,2,low,wing,color,N,T,Y,B,123,2_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png","low,high,low,low,high,low,high,high"
T,Y,T_Y.png,training,1,2,4,low,wing,color,N,T,Y,B,123,4_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png","low,high,low,low,high,low,high,high"
N,Y,N_Y.png,training,1,3,7,high,wing,color,N,T,Y,B,123,7_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png","low,high,low,low,high,low,high,high"
N,B,N_B.png,training,1,4,3,high,wing,color,N,T,Y,B,123,3_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png","low,high,low,low,high,low,high,high"
T,Y,T_Y.png,training,2,5,4,low,wing,color,N,T,Y,B,123,4_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png","low,high,low,low,high,low,high,high"
N,Y,N_Y.png,training,2,6,8,high,wing,color,N,T,Y,B,123,8_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png","low,high,low,low,high,low,high,high"
T,B,T_B.png,training,2,7,4,low,wing,color,N,T,Y,B,123,4_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png","low,high,low,low,high,low,high,high"
N,B,N_B.png,training,2,8,10,high,wing,color,N,T,Y,B,123,10_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png","low,high,low,low,high,low,high,high"
N,Y,N_Y.png,training,3,9,7,high,wing,color,N,T,Y,B,123,7_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png","low,high,low,low,high,low,high,high"
N,B,N_B.png,training,3,10,7,high,wing,color,N,T,Y,B,123,7_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png","low,high,low,low,high,low,high,high"
T,Y,T_Y.png,training,3,11,4,low,wing,color,N,T,Y,B,123,4_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png","low,high,low,low,high,low,high,high"
T,B,T_B.png,training,3,12,2,low,wing,color,N,T,Y,B,123,2_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png","low,high,low,low,high,low,high,high"
