wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
T,Y,T_Y.png,training,1,1,7,low,wing,color,N,T,Y,B,159,7_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,high,high,high,low,low,low"
N,B,N_B.png,training,1,2,4,high,wing,color,N,T,Y,B,159,4_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,high,high,high,low,low,low"
N,Y,N_Y.png,training,1,3,10,high,wing,color,N,T,Y,B,159,10_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,high,high,high,low,low,low"
T,B,T_B.png,training,1,4,1,low,wing,color,N,T,Y,B,159,1_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,high,high,high,low,low,low"
T,Y,T_Y.png,training,2,5,5,low,wing,color,N,T,Y,B,159,5_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,high,high,high,low,low,low"
N,Y,N_Y.png,training,2,6,7,high,wing,color,N,T,Y,B,159,7_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,high,high,high,low,low,low"
T,B,T_B.png,training,2,7,6,low,wing,color,N,T,Y,B,159,6_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,high,high,high,low,low,low"
N,B,N_B.png,training,2,8,9,high,wing,color,N,T,Y,B,159,9_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,high,high,high,low,low,low"
T,B,T_B.png,training,3,9,1,low,wing,color,N,T,Y,B,159,1_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,high,high,high,low,low,low"
T,Y,T_Y.png,training,3,10,8,low,wing,color,N,T,Y,B,159,8_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,high,high,high,low,low,low"
N,Y,N_Y.png,training,3,11,7,high,wing,color,N,T,Y,B,159,7_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,high,high,high,low,low,low"
N,B,N_B.png,training,3,12,10,high,wing,color,N,T,Y,B,159,10_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,high,high,high,low,low,low"
