wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,Y,N_Y.png,training,1,1,1,low,wing,color,T,N,B,Y,53,1_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png","low,high,low,low,high,high,high,low"
T,B,T_B.png,training,1,2,6,high,wing,color,T,N,B,Y,53,6_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png","low,high,low,low,high,high,high,low"
T,Y,T_Y.png,training,1,3,8,high,wing,color,T,N,B,Y,53,8_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png","low,high,low,low,high,high,high,low"
N,B,N_B.png,training,1,4,4,low,wing,color,T,N,B,Y,53,4_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png","low,high,low,low,high,high,high,low"
T,Y,T_Y.png,training,2,5,9,high,wing,color,T,N,B,Y,53,9_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png","low,high,low,low,high,high,high,low"
N,Y,N_Y.png,training,2,6,1,low,wing,color,T,N,B,Y,53,1_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png","low,high,low,low,high,high,high,low"
N,B,N_B.png,training,2,7,4,low,wing,color,T,N,B,Y,53,4_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png","low,high,low,low,high,high,high,low"
T,B,T_B.png,training,2,8,9,high,wing,color,T,N,B,Y,53,9_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png","low,high,low,low,high,high,high,low"
T,B,T_B.png,training,3,9,9,high,wing,color,T,N,B,Y,53,9_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png","low,high,low,low,high,high,high,low"
N,Y,N_Y.png,training,3,10,1,low,wing,color,T,N,B,Y,53,1_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png","low,high,low,low,high,high,high,low"
N,B,N_B.png,training,3,11,3,low,wing,color,T,N,B,Y,53,3_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png","low,high,low,low,high,high,high,low"
T,Y,T_Y.png,training,3,12,5,high,wing,color,T,N,B,Y,53,5_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png","low,high,low,low,high,high,high,low"
