wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,B,N_B.png,training,1,1,5,low,wing,color,T,N,Y,B,153,5_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_B.png","high,low,low,low,high,high,low,high"
N,Y,N_Y.png,training,1,2,6,low,wing,color,T,N,Y,B,153,6_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_B.png","high,low,low,low,high,high,low,high"
T,B,T_B.png,training,1,3,3,high,wing,color,T,N,Y,B,153,3_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_B.png","high,low,low,low,high,high,low,high"
T,Y,T_Y.png,training,1,4,7,high,wing,color,T,N,Y,B,153,7_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_B.png","high,low,low,low,high,high,low,high"
N,Y,N_Y.png,training,2,5,3,low,wing,color,T,N,Y,B,153,3_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_B.png","high,low,low,low,high,high,low,high"
N,B,N_B.png,training,2,6,2,low,wing,color,T,N,Y,B,153,2_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_B.png","high,low,low,low,high,high,low,high"
T,B,T_B.png,training,2,7,7,high,wing,color,T,N,Y,B,153,7_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_B.png","high,low,low,low,high,high,low,high"
T,Y,T_Y.png,training,2,8,10,high,wing,color,T,N,Y,B,153,10_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_B.png","high,low,low,low,high,high,low,high"
T,Y,T_Y.png,training,3,9,8,high,wing,color,T,N,Y,B,153,8_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_B.png","high,low,low,low,high,high,low,high"
N,Y,N_Y.png,training,3,10,3,low,wing,color,T,N,Y,B,153,3_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_B.png","high,low,low,low,high,high,low,high"
N,B,N_B.png,training,3,11,5,low,wing,color,T,N,Y,B,153,5_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_B.png","high,low,low,low,high,high,low,high"
T,B,T_B.png,training,3,12,8,high,wing,color,T,N,Y,B,153,8_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_B.png","high,low,low,low,high,high,low,high"
