wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,Y,N_Y.png,training,1,1,9,high,wing,color,N,T,Y,B,75,9_food.png,"Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png","low,low,high,low,high,high,low,high"
N,B,N_B.png,training,1,2,5,high,wing,color,N,T,Y,B,75,5_food.png,"Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png","low,low,high,low,high,high,low,high"
T,B,T_B.png,training,1,3,2,low,wing,color,N,T,Y,B,75,2_food.png,"Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png","low,low,high,low,high,high,low,high"
T,Y,T_Y.png,training,1,4,6,low,wing,color,N,T,Y,B,75,6_food.png,"Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png","low,low,high,low,high,high,low,high"
T,B,T_B.png,training,2,5,1,low,wing,color,N,T,Y,B,75,1_food.png,"Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png","low,low,high,low,high,high,low,high"
N,B,N_B.png,training,2,6,5,high,wing,color,N,T,Y,B,75,5_food.png,"Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png","low,low,high,low,high,high,low,high"
N,Y,N_Y.png,training,2,7,9,high,wing,color,N,T,Y,B,75,9_food.png,"Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png","low,low,high,low,high,high,low,high"
T,Y,T_Y.png,training,2,8,4,low,wing,color,N,T,Y,B,75,4_food.png,"Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png","low,low,high,low,high,high,low,high"
T,Y,T_Y.png,training,3,9,4,low,wing,color,N,T,Y,B,75,4_food.png,"Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png","low,low,high,low,high,high,low,high"
T,B,T_B.png,training,3,10,1,low,wing,color,N,T,Y,B,75,1_food.png,"Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png","low,low,high,low,high,high,low,high"
N,Y,N_Y.png,training,3,11,9,high,wing,color,N,T,Y,B,75,9_food.png,"Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png","low,low,high,low,high,high,low,high"
N,B,N_B.png,training,3,12,10,high,wing,color,N,T,Y,B,75,10_food.png,"Resources/T_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png","low,low,high,low,high,high,low,high"
