wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,color_high,color_low,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
N,B,N_B.png,training,1,1,6,low,color,wing,Y,B,T,N,8,6_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png","high,high,low,high,low,low,high,low"
T,B,T_B.png,training,1,2,3,low,color,wing,Y,B,T,N,8,3_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png","high,high,low,high,low,low,high,low"
T,Y,T_Y.png,training,1,3,9,high,color,wing,Y,B,T,N,8,9_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png","high,high,low,high,low,low,high,low"
N,Y,N_Y.png,training,1,4,8,high,color,wing,Y,B,T,N,8,8_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png","high,high,low,high,low,low,high,low"
N,B,N_B.png,training,2,5,3,low,color,wing,Y,B,T,N,8,3_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png","high,high,low,high,low,low,high,low"
T,B,T_B.png,training,2,6,5,low,color,wing,Y,B,T,N,8,5_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png","high,high,low,high,low,low,high,low"
T,Y,T_Y.png,training,2,7,7,high,color,wing,Y,B,T,N,8,7_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png","high,high,low,high,low,low,high,low"
N,Y,N_Y.png,training,2,8,6,high,color,wing,Y,B,T,N,8,6_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png","high,high,low,high,low,low,high,low"
T,Y,T_Y.png,training,3,9,7,high,color,wing,Y,B,T,N,8,7_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png","high,high,low,high,low,low,high,low"
N,Y,N_Y.png,training,3,10,10,high,color,wing,Y,B,T,N,8,10_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png","high,high,low,high,low,low,high,low"
T,B,T_B.png,training,3,11,6,low,color,wing,Y,B,T,N,8,6_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png","high,high,low,high,low,low,high,low"
N,B,N_B.png,training,3,12,1,low,color,wing,Y,B,T,N,8,1_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png","high,high,low,high,low,low,high,low"
