wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,color_high,color_low,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
N,B,N_B.png,training,1,1,10,high,color,wing,B,Y,N,T,142,10_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png","low,high,low,low,high,high,high,low"
N,Y,N_Y.png,training,1,2,1,low,color,wing,B,Y,N,T,142,1_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png","low,high,low,low,high,high,high,low"
T,B,T_B.png,training,1,3,5,high,color,wing,B,Y,N,T,142,5_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png","low,high,low,low,high,high,high,low"
T,Y,T_Y.png,training,1,4,2,low,color,wing,B,Y,N,T,142,2_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png","low,high,low,low,high,high,high,low"
T,Y,T_Y.png,training,2,5,6,low,color,wing,B,Y,N,T,142,6_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png","low,high,low,low,high,high,high,low"
T,B,T_B.png,training,2,6,5,high,color,wing,B,Y,N,T,142,5_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png","low,high,low,low,high,high,high,low"
N,B,N_B.png,training,2,7,6,high,color,wing,B,Y,N,T,142,6_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png","low,high,low,low,high,high,high,low"
N,Y,N_Y.png,training,2,8,7,low,color,wing,B,Y,N,T,142,7_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png","low,high,low,low,high,high,high,low"
T,B,T_B.png,training,3,9,7,high,color,wing,B,Y,N,T,142,7_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png","low,high,low,low,high,high,high,low"
N,Y,N_Y.png,training,3,10,4,low,color,wing,B,Y,N,T,142,4_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png","low,high,low,low,high,high,high,low"
T,Y,T_Y.png,training,3,11,3,low,color,wing,B,Y,N,T,142,3_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png","low,high,low,low,high,high,high,low"
N,B,N_B.png,training,3,12,4,high,color,wing,B,Y,N,T,142,4_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png","low,high,low,low,high,high,high,low"
