wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,Y,N_Y.png,training,1,1,4,high,wing,color,N,T,B,Y,11,4_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,high,high,high,low,low"
N,B,N_B.png,training,1,2,9,high,wing,color,N,T,B,Y,11,9_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,high,high,high,low,low"
T,Y,T_Y.png,training,1,3,2,low,wing,color,N,T,B,Y,11,2_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,high,high,high,low,low"
T,B,T_B.png,training,1,4,3,low,wing,color,N,T,B,Y,11,3_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,high,high,high,low,low"
N,B,N_B.png,training,2,5,10,high,wing,color,N,T,B,Y,11,10_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,high,high,high,low,low"
T,Y,T_Y.png,training,2,6,2,low,wing,color,N,T,B,Y,11,2_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,high,high,high,low,low"
N,Y,N_Y.png,training,2,7,8,high,wing,color,N,T,B,Y,11,8_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,high,high,high,low,low"
T,B,T_B.png,training,2,8,2,low,wing,color,N,T,B,Y,11,2_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,high,high,high,low,low"
T,Y,T_Y.png,training,3,9,7,low,wing,color,N,T,B,Y,11,7_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,high,high,high,low,low"
N,B,N_B.png,training,3,10,10,high,wing,color,N,T,B,Y,11,10_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,high,high,high,low,low"
T,B,T_B.png,training,3,11,7,low,wing,color,N,T,B,Y,11,7_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,high,high,high,low,low"
N,Y,N_Y.png,training,3,12,6,high,wing,color,N,T,B,Y,11,6_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,high,high,high,low,low"
