wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,Y,N_Y.png,training,1,1,1,low,wing,color,T,N,B,Y,177,1_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","high,low,low,low,high,low,high,high"
T,B,T_B.png,training,1,2,10,high,wing,color,T,N,B,Y,177,10_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","high,low,low,low,high,low,high,high"
T,Y,T_Y.png,training,1,3,8,high,wing,color,T,N,B,Y,177,8_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","high,low,low,low,high,low,high,high"
N,B,N_B.png,training,1,4,3,low,wing,color,T,N,B,Y,177,3_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","high,low,low,low,high,low,high,high"
N,Y,N_Y.png,training,2,5,4,low,wing,color,T,N,B,Y,177,4_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","high,low,low,low,high,low,high,high"
T,Y,T_Y.png,training,2,6,10,high,wing,color,T,N,B,Y,177,10_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","high,low,low,low,high,low,high,high"
N,B,N_B.png,training,2,7,4,low,wing,color,T,N,B,Y,177,4_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","high,low,low,low,high,low,high,high"
T,B,T_B.png,training,2,8,7,high,wing,color,T,N,B,Y,177,7_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","high,low,low,low,high,low,high,high"
N,Y,N_Y.png,training,3,9,1,low,wing,color,T,N,B,Y,177,1_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","high,low,low,low,high,low,high,high"
T,Y,T_Y.png,training,3,10,5,high,wing,color,T,N,B,Y,177,5_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","high,low,low,low,high,low,high,high"
T,B,T_B.png,training,3,11,9,high,wing,color,T,N,B,Y,177,9_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","high,low,low,low,high,low,high,high"
N,B,N_B.png,training,3,12,3,low,wing,color,T,N,B,Y,177,3_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","high,low,low,low,high,low,high,high"
