wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,color_high,color_low,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
N,Y,N_Y.png,training,1,1,8,high,color,wing,Y,B,N,T,12,8_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","high,low,low,high,low,high,low,high"
T,Y,T_Y.png,training,1,2,4,high,color,wing,Y,B,N,T,12,4_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","high,low,low,high,low,high,low,high"
T,B,T_B.png,training,1,3,2,low,color,wing,Y,B,N,T,12,2_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","high,low,low,high,low,high,low,high"
N,B,N_B.png,training,1,4,2,low,color,wing,Y,B,N,T,12,2_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","high,low,low,high,low,high,low,high"
T,B,T_B.png,training,2,5,4,low,color,wing,Y,B,N,T,12,4_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","high,low,low,high,low,high,low,high"
T,Y,T_Y.png,training,2,6,9,high,color,wing,Y,B,N,T,12,9_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","high,low,low,high,low,high,low,high"
N,B,N_B.png,training,2,7,5,low,color,wing,Y,B,N,T,12,5_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","high,low,low,high,low,high,low,high"
N,Y,N_Y.png,training,2,8,6,high,color,wing,Y,B,N,T,12,6_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","high,low,low,high,low,high,low,high"
T,B,T_B.png,training,3,9,4,low,color,wing,Y,B,N,T,12,4_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","high,low,low,high,low,high,low,high"
N,B,N_B.png,training,3,10,6,low,color,wing,Y,B,N,T,12,6_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","high,low,low,high,low,high,low,high"
N,Y,N_Y.png,training,3,11,10,high,color,wing,Y,B,N,T,12,10_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","high,low,low,high,low,high,low,high"
T,Y,T_Y.png,training,3,12,10,high,color,wing,Y,B,N,T,12,10_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","high,low,low,high,low,high,low,high"
