wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
T,B,T_B.png,training,1,1,1,low,wing,color,N,T,Y,B,151,1_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png","low,high,low,low,high,high,low,high"
N,Y,N_Y.png,training,1,2,8,high,wing,color,N,T,Y,B,151,8_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png","low,high,low,low,high,high,low,high"
N,B,N_B.png,training,1,3,8,high,wing,color,N,T,Y,B,151,8_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png","low,high,low,low,high,high,low,high"
T,Y,T_Y.png,training,1,4,5,low,wing,color,N,T,Y,B,151,5_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png","low,high,low,low,high,high,low,high"
T,Y,T_Y.png,training,2,5,4,low,wing,color,N,T,Y,B,151,4_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png","low,high,low,low,high,high,low,high"
N,B,N_B.png,training,2,6,8,high,wing,color,N,T,Y,B,151,8_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png","low,high,low,low,high,high,low,high"
N,Y,N_Y.png,training,2,7,7,high,wing,color,N,T,Y,B,151,7_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png","low,high,low,low,high,high,low,high"
T,B,T_B.png,training,2,8,1,low,wing,color,N,T,Y,B,151,1_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png","low,high,low,low,high,high,low,high"
T,Y,T_Y.png,training,3,9,3,low,wing,color,N,T,Y,B,151,3_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png","low,high,low,low,high,high,low,high"
T,B,T_B.png,training,3,10,2,low,wing,color,N,T,Y,B,151,2_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png","low,high,low,low,high,high,low,high"
N,B,N_B.png,training,3,11,8,high,wing,color,N,T,Y,B,151,8_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png","low,high,low,low,high,high,low,high"
N,Y,N_Y.png,training,3,12,6,high,wing,color,N,T,Y,B,151,6_food.png,"Resources/T_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png","low,high,low,low,high,high,low,high"
