wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,B,N_B.png,training,1,1,4,low,wing,color,T,N,B,Y,13,4_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png","high,low,low,low,high,high,high,low"
T,Y,T_Y.png,training,1,2,6,high,wing,color,T,N,B,Y,13,6_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png","high,low,low,low,high,high,high,low"
N,Y,N_Y.png,training,1,3,1,low,wing,color,T,N,B,Y,13,1_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png","high,low,low,low,high,high,high,low"
T,B,T_B.png,training,1,4,10,high,wing,color,T,N,B,Y,13,10_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png","high,low,low,low,high,high,high,low"
N,B,N_B.png,training,2,5,1,low,wing,color,T,N,B,Y,13,1_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png","high,low,low,low,high,high,high,low"
T,Y,T_Y.png,training,2,6,5,high,wing,color,T,N,B,Y,13,5_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png","high,low,low,low,high,high,high,low"
N,Y,N_Y.png,training,2,7,5,low,wing,color,T,N,B,Y,13,5_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png","high,low,low,low,high,high,high,low"
T,B,T_B.png,training,2,8,9,high,wing,color,T,N,B,Y,13,9_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png","high,low,low,low,high,high,high,low"
T,B,T_B.png,training,3,9,6,high,wing,color,T,N,B,Y,13,6_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png","high,low,low,low,high,high,high,low"
N,Y,N_Y.png,training,3,10,3,low,wing,color,T,N,B,Y,13,3_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png","high,low,low,low,high,high,high,low"
N,B,N_B.png,training,3,11,5,low,wing,color,T,N,B,Y,13,5_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png","high,low,low,low,high,high,high,low"
T,Y,T_Y.png,training,3,12,9,high,wing,color,T,N,B,Y,13,9_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png","high,low,low,low,high,high,high,low"
