wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,Y,N_Y.png,training,1,1,8,high,wing,color,N,T,Y,B,155,8_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png","low,low,high,high,low,high,low,high"
T,Y,T_Y.png,training,1,2,2,low,wing,color,N,T,Y,B,155,2_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png","low,low,high,high,low,high,low,high"
N,B,N_B.png,training,1,3,5,high,wing,color,N,T,Y,B,155,5_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png","low,low,high,high,low,high,low,high"
T,B,T_B.png,training,1,4,1,low,wing,color,N,T,Y,B,155,1_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png","low,low,high,high,low,high,low,high"
T,Y,T_Y.png,training,2,5,6,low,wing,color,N,T,Y,B,155,6_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png","low,low,high,high,low,high,low,high"
T,B,T_B.png,training,2,6,6,low,wing,color,N,T,Y,B,155,6_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png","low,low,high,high,low,high,low,high"
N,Y,N_Y.png,training,2,7,7,high,wing,color,N,T,Y,B,155,7_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png","low,low,high,high,low,high,low,high"
N,B,N_B.png,training,2,8,3,high,wing,color,N,T,Y,B,155,3_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png","low,low,high,high,low,high,low,high"
N,Y,N_Y.png,training,3,9,8,high,wing,color,N,T,Y,B,155,8_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png","low,low,high,high,low,high,low,high"
T,Y,T_Y.png,training,3,10,2,low,wing,color,N,T,Y,B,155,2_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png","low,low,high,high,low,high,low,high"
T,B,T_B.png,training,3,11,2,low,wing,color,N,T,Y,B,155,2_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png","low,low,high,high,low,high,low,high"
N,B,N_B.png,training,3,12,8,high,wing,color,N,T,Y,B,155,8_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png","low,low,high,high,low,high,low,high"
