wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,B,N_B.png,training,1,1,8,high,wing,color,N,T,B,Y,67,8_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png","high,low,high,low,low,low,high,high"
T,Y,T_Y.png,training,1,2,4,low,wing,color,N,T,B,Y,67,4_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png","high,low,high,low,low,low,high,high"
N,Y,N_Y.png,training,1,3,8,high,wing,color,N,T,B,Y,67,8_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png","high,low,high,low,low,low,high,high"
T,B,T_B.png,training,1,4,4,low,wing,color,N,T,B,Y,67,4_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png","high,low,high,low,low,low,high,high"
N,Y,N_Y.png,training,2,5,9,high,wing,color,N,T,B,Y,67,9_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png","high,low,high,low,low,low,high,high"
T,B,T_B.png,training,2,6,6,low,wing,color,N,T,B,Y,67,6_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png","high,low,high,low,low,low,high,high"
T,Y,T_Y.png,training,2,7,2,low,wing,color,N,T,B,Y,67,2_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png","high,low,high,low,low,low,high,high"
N,B,N_B.png,training,2,8,8,high,wing,color,N,T,B,Y,67,8_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png","high,low,high,low,low,low,high,high"
T,B,T_B.png,training,3,9,5,low,wing,color,N,T,B,Y,67,5_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png","high,low,high,low,low,low,high,high"
T,Y,T_Y.png,training,3,10,4,low,wing,color,N,T,B,Y,67,4_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png","high,low,high,low,low,low,high,high"
N,Y,N_Y.png,training,3,11,8,high,wing,color,N,T,B,Y,67,8_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png","high,low,high,low,low,low,high,high"
N,B,N_B.png,training,3,12,9,high,wing,color,N,T,B,Y,67,9_food.png,"Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png","high,low,high,low,low,low,high,high"
