wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,color_high,color_low,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
T,Y,T_Y.png,training,1,1,9,high,color,wing,Y,B,T,N,208,9_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png","low,low,high,high,low,high,low,high"
T,B,T_B.png,training,1,2,3,low,color,wing,Y,B,T,N,208,3_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png","low,low,high,high,low,high,low,high"
N,Y,N_Y.png,training,1,3,6,high,color,wing,Y,B,T,N,208,6_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png","low,low,high,high,low,high,low,high"
N,B,N_B.png,training,1,4,3,low,color,wing,Y,B,T,N,208,3_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png","low,low,high,high,low,high,low,high"
T,Y,T_Y.png,training,2,5,4,high,color,wing,Y,B,T,N,208,4_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png","low,low,high,high,low,high,low,high"
T,B,T_B.png,training,2,6,4,low,color,wing,Y,B,T,N,208,4_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png","low,low,high,high,low,high,low,high"
N,Y,N_Y.png,training,2,7,8,high,color,wing,Y,B,T,N,208,8_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png","low,low,high,high,low,high,low,high"
N,B,N_B.png,training,2,8,2,low,color,wing,Y,B,T,N,208,2_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png","low,low,high,high,low,high,low,high"
N,Y,N_Y.png,training,3,9,7,high,color,wing,Y,B,T,N,208,7_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png","low,low,high,high,low,high,low,high"
N,B,N_B.png,training,3,10,3,low,color,wing,Y,B,T,N,208,3_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png","low,low,high,high,low,high,low,high"
T,Y,T_Y.png,training,3,11,8,high,color,wing,Y,B,T,N,208,8_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png","low,low,high,high,low,high,low,high"
T,B,T_B.png,training,3,12,5,low,color,wing,Y,B,T,N,208,5_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png","low,low,high,high,low,high,low,high"
